"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Generation / - Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Price for consumption [Currency/MWh] - SCA|DE(TenneT GER)","Currency","Status","Total Imbalance [MWh] - SCA|DE(TenneT GER)","Difference","Situation","Status"
"21.06.2021 01:15 - 21.06.2021 01:30","n/e","n/e","n/e","n/e","n/e","106","4","Deficit","Final"
"21.06.2021 01:30 - 21.06.2021 01:45","n/e","n/e","n/e","n/e","n/e","159","0","Deficit","Final"
"21.06.2021 01:45 - 21.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","145","8","Deficit","Final"
"21.06.2021 02:00 - 21.06.2021 02:15","n/e","n/e","n/e","n/e","n/e","149","-7","Deficit","Final"
"21.06.2021 02:15 - 21.06.2021 02:30","n/e","n/e","n/e","n/e","n/e","190","3","Deficit","Final"
"21.06.2021 02:30 - 21.06.2021 02:45","n/e","n/e","n/e","n/e","n/e","211","0","Deficit","Final"
"21.06.2021 02:45 - 21.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","222","5","Deficit","Final"
"21.06.2021 03:00 - 21.06.2021 03:15","n/e","n/e","n/e","n/e","n/e","164","-10","Deficit","Final"
"21.06.2021 03:15 - 21.06.2021 03:30","n/e","n/e","n/e","n/e","n/e","40","4","Deficit","Final"
"21.06.2021 03:30 - 21.06.2021 03:45","n/e","n/e","n/e","n/e","n/e","2","-1","Deficit","Final"
"21.06.2021 03:45 - 21.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","10","2","Surplus","Final"
"21.06.2021 04:00 - 21.06.2021 04:15","n/e","n/e","n/e","n/e","n/e","62","-1","Deficit","Final"
"21.06.2021 04:15 - 21.06.2021 04:30","n/e","n/e","n/e","n/e","n/e","84","-1","Deficit","Final"
"21.06.2021 04:30 - 21.06.2021 04:45","n/e","n/e","n/e","n/e","n/e","109","0","Deficit","Final"
"21.06.2021 04:45 - 21.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","160","6","Deficit","Final"
"21.06.2021 05:00 - 21.06.2021 05:15","n/e","n/e","n/e","n/e","n/e","133","6","Deficit","Final"
"21.06.2021 05:15 - 21.06.2021 05:30","n/e","n/e","n/e","n/e","n/e","103","2","Deficit","Final"
"21.06.2021 05:30 - 21.06.2021 05:45","n/e","n/e","n/e","n/e","n/e","97","3","Deficit","Final"
"21.06.2021 05:45 - 21.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","48","6","Deficit","Final"
"21.06.2021 06:00 - 21.06.2021 06:15","n/e","n/e","n/e","n/e","n/e","69","7","Surplus","Final"
"21.06.2021 06:15 - 21.06.2021 06:30","n/e","n/e","n/e","n/e","n/e","26","7","Surplus","Final"
"21.06.2021 06:30 - 21.06.2021 06:45","n/e","n/e","n/e","n/e","n/e","27","-1","Surplus","Final"
"21.06.2021 06:45 - 21.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","44","4","Surplus","Final"
"21.06.2021 07:00 - 21.06.2021 07:15","n/e","n/e","n/e","n/e","n/e","161","8","Surplus","Final"
"21.06.2021 07:15 - 21.06.2021 07:30","n/e","n/e","n/e","n/e","n/e","181","-1","Surplus","Final"
"21.06.2021 07:30 - 21.06.2021 07:45","n/e","n/e","n/e","n/e","n/e","211","-3","Surplus","Final"
"21.06.2021 07:45 - 21.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","249","1","Surplus","Final"
"21.06.2021 08:00 - 21.06.2021 08:15","n/e","n/e","n/e","n/e","n/e","166","6","Surplus","Final"
"21.06.2021 08:15 - 21.06.2021 08:30","n/e","n/e","n/e","n/e","n/e","118","4","Surplus","Final"
"21.06.2021 08:30 - 21.06.2021 08:45","n/e","n/e","n/e","n/e","n/e","159","6","Surplus","Final"
"21.06.2021 08:45 - 21.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","137","3","Surplus","Final"
"21.06.2021 09:00 - 21.06.2021 09:15","n/e","n/e","n/e","n/e","n/e","23","-1","Surplus","Final"
"21.06.2021 09:15 - 21.06.2021 09:30","n/e","n/e","n/e","n/e","n/e","66","9","Surplus","Final"
"21.06.2021 09:30 - 21.06.2021 09:45","n/e","n/e","n/e","n/e","n/e","91","6","Surplus","Final"
"21.06.2021 09:45 - 21.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","77","3","Surplus","Final"
"21.06.2021 10:00 - 21.06.2021 10:15","n/e","n/e","n/e","n/e","n/e","138","0","Surplus","Final"
"21.06.2021 10:15 - 21.06.2021 10:30","n/e","n/e","n/e","n/e","n/e","81","3","Surplus","Final"
"21.06.2021 10:30 - 21.06.2021 10:45","n/e","n/e","n/e","n/e","n/e","64","4","Surplus","Final"
"21.06.2021 10:45 - 21.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","11","5","Surplus","Final"
"21.06.2021 11:00 - 21.06.2021 11:15","n/e","n/e","n/e","n/e","n/e","57","-1","Surplus","Final"
"21.06.2021 11:15 - 21.06.2021 11:30","n/e","n/e","n/e","n/e","n/e","25","-1","Surplus","Final"
"21.06.2021 11:30 - 21.06.2021 11:45","n/e","n/e","n/e","n/e","n/e","9","-6","Surplus","Final"
"21.06.2021 11:45 - 21.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","15","-2","Deficit","Final"
"21.06.2021 12:00 - 21.06.2021 12:15","n/e","n/e","n/e","n/e","n/e","8","2","Deficit","Final"
"21.06.2021 12:15 - 21.06.2021 12:30","n/e","n/e","n/e","n/e","n/e","22","0","Deficit","Final"
"21.06.2021 12:30 - 21.06.2021 12:45","n/e","n/e","n/e","n/e","n/e","108","1","Deficit","Final"
"21.06.2021 12:45 - 21.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","120","1","Deficit","Final"
"21.06.2021 13:00 - 21.06.2021 13:15","n/e","n/e","n/e","n/e","n/e","145","-4","Deficit","Final"
"21.06.2021 13:15 - 21.06.2021 13:30","n/e","n/e","n/e","n/e","n/e","199","1","Deficit","Final"
"21.06.2021 13:30 - 21.06.2021 13:45","n/e","n/e","n/e","n/e","n/e","172","-1","Deficit","Final"
"21.06.2021 13:45 - 21.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","185","4","Deficit","Final"
"21.06.2021 14:00 - 21.06.2021 14:15","n/e","n/e","n/e","n/e","n/e","153","-2","Deficit","Final"
"21.06.2021 14:15 - 21.06.2021 14:30","n/e","n/e","n/e","n/e","n/e","102","-3","Deficit","Final"
"21.06.2021 14:30 - 21.06.2021 14:45","n/e","n/e","n/e","n/e","n/e","69","-1","Deficit","Final"
"21.06.2021 14:45 - 21.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","44","6","Deficit","Final"
"21.06.2021 15:00 - 21.06.2021 15:15","n/e","n/e","n/e","n/e","n/e","82","-9","Deficit","Final"
"21.06.2021 15:15 - 21.06.2021 15:30","n/e","n/e","n/e","n/e","n/e","61","-4","Deficit","Final"
"21.06.2021 15:30 - 21.06.2021 15:45","n/e","n/e","n/e","n/e","n/e","68","0","Deficit","Final"
"21.06.2021 15:45 - 21.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","24","4","Deficit","Final"
"21.06.2021 16:00 - 21.06.2021 16:15","n/e","n/e","n/e","n/e","n/e","24","-2","Surplus","Final"
"21.06.2021 16:15 - 21.06.2021 16:30","n/e","n/e","n/e","n/e","n/e","96","-1","Surplus","Final"
"21.06.2021 16:30 - 21.06.2021 16:45","n/e","n/e","n/e","n/e","n/e","182","-1","Surplus","Final"
"21.06.2021 16:45 - 21.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","205","0","Surplus","Final"
"21.06.2021 17:00 - 21.06.2021 17:15","n/e","n/e","n/e","n/e","n/e","67","2","Surplus","Final"
"21.06.2021 17:15 - 21.06.2021 17:30","n/e","n/e","n/e","n/e","n/e","179","-3","Surplus","Final"
"21.06.2021 17:30 - 21.06.2021 17:45","n/e","n/e","n/e","n/e","n/e","246","-5","Surplus","Final"
"21.06.2021 17:45 - 21.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","240","-1","Surplus","Final"
"21.06.2021 18:00 - 21.06.2021 18:15","n/e","n/e","n/e","n/e","n/e","208","4","Surplus","Final"
"21.06.2021 18:15 - 21.06.2021 18:30","n/e","n/e","n/e","n/e","n/e","105","-3","Surplus","Final"
"21.06.2021 18:30 - 21.06.2021 18:45","n/e","n/e","n/e","n/e","n/e","55","-4","Surplus","Final"
"21.06.2021 18:45 - 21.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","78","-10","Surplus","Final"
"21.06.2021 19:00 - 21.06.2021 19:15","n/e","n/e","n/e","n/e","n/e","20","1","Surplus","Final"
"21.06.2021 19:15 - 21.06.2021 19:30","n/e","n/e","n/e","n/e","n/e","58","4","Surplus","Final"
"21.06.2021 19:30 - 21.06.2021 19:45","n/e","n/e","n/e","n/e","n/e","72","-1","Surplus","Final"
"21.06.2021 19:45 - 21.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","73","-1","Surplus","Final"
"21.06.2021 20:00 - 21.06.2021 20:15","n/e","n/e","n/e","n/e","n/e","67","0","Surplus","Final"
"21.06.2021 20:15 - 21.06.2021 20:30","n/e","n/e","n/e","n/e","n/e","125","-3","Surplus","Final"
"21.06.2021 20:30 - 21.06.2021 20:45","n/e","n/e","n/e","n/e","n/e","162","1","Surplus","Final"
"21.06.2021 20:45 - 21.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","193","-1","Surplus","Final"
"21.06.2021 21:00 - 21.06.2021 21:15","n/e","n/e","n/e","n/e","n/e","179","0","Surplus","Final"
"21.06.2021 21:15 - 21.06.2021 21:30","n/e","n/e","n/e","n/e","n/e","149","0","Surplus","Final"
"21.06.2021 21:30 - 21.06.2021 21:45","n/e","n/e","n/e","n/e","n/e","163","7","Surplus","Final"
"21.06.2021 21:45 - 21.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","139","9","Surplus","Final"
"21.06.2021 22:00 - 21.06.2021 22:15","n/e","n/e","n/e","n/e","n/e","5","-2","Deficit","Final"
"21.06.2021 22:15 - 21.06.2021 22:30","n/e","n/e","n/e","n/e","n/e","7","5","Deficit","Final"
"21.06.2021 22:30 - 21.06.2021 22:45","n/e","n/e","n/e","n/e","n/e","28","4","Deficit","Final"
"21.06.2021 22:45 - 21.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","117","4","Deficit","Final"
"21.06.2021 23:00 - 21.06.2021 23:15","n/e","n/e","n/e","n/e","n/e","157","-5","Deficit","Final"
"21.06.2021 23:15 - 21.06.2021 23:30","n/e","n/e","n/e","n/e","n/e","155","4","Deficit","Final"
"21.06.2021 23:30 - 21.06.2021 23:45","n/e","n/e","n/e","n/e","n/e","65","1","Deficit","Final"
"21.06.2021 23:45 - 22.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","52","7","Surplus","Final"
"22.06.2021 00:00 - 22.06.2021 00:15","n/e","n/e","n/e","n/e","n/e","61","-8","Surplus","Final"
"22.06.2021 00:15 - 22.06.2021 00:30","n/e","n/e","n/e","n/e","n/e","93","5","Surplus","Final"
"22.06.2021 00:30 - 22.06.2021 00:45","n/e","n/e","n/e","n/e","n/e","20","3","Deficit","Final"
"22.06.2021 00:45 - 22.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","160","6","Deficit","Final"
"22.06.2021 01:00 - 22.06.2021 01:15","n/e","n/e","n/e","n/e","n/e","178","-8","Deficit","Final"
"22.06.2021 01:15 - 22.06.2021 01:30","n/e","n/e","n/e","n/e","n/e","151","3","Deficit","Final"
"22.06.2021 01:30 - 22.06.2021 01:45","n/e","n/e","n/e","n/e","n/e","132","3","Deficit","Final"
"22.06.2021 01:45 - 22.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","132","7","Deficit","Final"
"22.06.2021 02:00 - 22.06.2021 02:15","n/e","n/e","n/e","n/e","n/e","65","-5","Deficit","Final"
"22.06.2021 02:15 - 22.06.2021 02:30","n/e","n/e","n/e","n/e","n/e","27","4","Deficit","Final"
"22.06.2021 02:30 - 22.06.2021 02:45","n/e","n/e","n/e","n/e","n/e","21","-2","Deficit","Final"
"22.06.2021 02:45 - 22.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","41","1","Deficit","Final"
"22.06.2021 03:00 - 22.06.2021 03:15","n/e","n/e","n/e","n/e","n/e","53","0","Deficit","Final"
"22.06.2021 03:15 - 22.06.2021 03:30","n/e","n/e","n/e","n/e","n/e","83","2","Deficit","Final"
"22.06.2021 03:30 - 22.06.2021 03:45","n/e","n/e","n/e","n/e","n/e","113","-1","Deficit","Final"
"22.06.2021 03:45 - 22.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","116","1","Deficit","Final"
"22.06.2021 04:00 - 22.06.2021 04:15","n/e","n/e","n/e","n/e","n/e","26","2","Deficit","Final"
"22.06.2021 04:15 - 22.06.2021 04:30","n/e","n/e","n/e","n/e","n/e","35","2","Surplus","Final"
"22.06.2021 04:30 - 22.06.2021 04:45","n/e","n/e","n/e","n/e","n/e","21","3","Surplus","Final"
"22.06.2021 04:45 - 22.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","22","1","Deficit","Final"
"22.06.2021 05:00 - 22.06.2021 05:15","n/e","n/e","n/e","n/e","n/e","30","3","Deficit","Final"
"22.06.2021 05:15 - 22.06.2021 05:30","n/e","n/e","n/e","n/e","n/e","12","3","Deficit","Final"
"22.06.2021 05:30 - 22.06.2021 05:45","n/e","n/e","n/e","n/e","n/e","31","6","Deficit","Final"
"22.06.2021 05:45 - 22.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","33","3","Surplus","Final"
"22.06.2021 06:00 - 22.06.2021 06:15","n/e","n/e","n/e","n/e","n/e","59","9","Surplus","Final"
"22.06.2021 06:15 - 22.06.2021 06:30","n/e","n/e","n/e","n/e","n/e","78","9","Surplus","Final"
"22.06.2021 06:30 - 22.06.2021 06:45","n/e","n/e","n/e","n/e","n/e","42","1","Deficit","Final"
"22.06.2021 06:45 - 22.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","60","1","Deficit","Final"
"22.06.2021 07:00 - 22.06.2021 07:15","n/e","n/e","n/e","n/e","n/e","37","3","Surplus","Final"
"22.06.2021 07:15 - 22.06.2021 07:30","n/e","n/e","n/e","n/e","n/e","75","0","Surplus","Final"
"22.06.2021 07:30 - 22.06.2021 07:45","n/e","n/e","n/e","n/e","n/e","127","-3","Surplus","Final"
"22.06.2021 07:45 - 22.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","88","4","Surplus","Final"
"22.06.2021 08:00 - 22.06.2021 08:15","n/e","n/e","n/e","n/e","n/e","62","7","Surplus","Final"
"22.06.2021 08:15 - 22.06.2021 08:30","n/e","n/e","n/e","n/e","n/e","33","2","Surplus","Final"
"22.06.2021 08:30 - 22.06.2021 08:45","n/e","n/e","n/e","n/e","n/e","62","-1","Surplus","Final"
"22.06.2021 08:45 - 22.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","77","2","Surplus","Final"
"22.06.2021 09:00 - 22.06.2021 09:15","n/e","n/e","n/e","n/e","n/e","211","-8","Surplus","Final"
"22.06.2021 09:15 - 22.06.2021 09:30","n/e","n/e","n/e","n/e","n/e","236","4","Surplus","Final"
"22.06.2021 09:30 - 22.06.2021 09:45","n/e","n/e","n/e","n/e","n/e","168","1","Surplus","Final"
"22.06.2021 09:45 - 22.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","83","-1","Surplus","Final"
"22.06.2021 10:00 - 22.06.2021 10:15","n/e","n/e","n/e","n/e","n/e","3","-2","Deficit","Final"
"22.06.2021 10:15 - 22.06.2021 10:30","n/e","n/e","n/e","n/e","n/e","59","2","Surplus","Final"
"22.06.2021 10:30 - 22.06.2021 10:45","n/e","n/e","n/e","n/e","n/e","23","0","Deficit","Final"
"22.06.2021 10:45 - 22.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","68","2","Deficit","Final"
"22.06.2021 11:00 - 22.06.2021 11:15","n/e","n/e","n/e","n/e","n/e","55","2","Deficit","Final"
"22.06.2021 11:15 - 22.06.2021 11:30","n/e","n/e","n/e","n/e","n/e","47","1","Deficit","Final"
"22.06.2021 11:30 - 22.06.2021 11:45","n/e","n/e","n/e","n/e","n/e","58","0","Deficit","Final"
"22.06.2021 11:45 - 22.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","14","-3","Deficit","Final"
"22.06.2021 12:00 - 22.06.2021 12:15","n/e","n/e","n/e","n/e","n/e","109","0","Surplus","Final"
"22.06.2021 12:15 - 22.06.2021 12:30","n/e","n/e","n/e","n/e","n/e","96","-4","Surplus","Final"
"22.06.2021 12:30 - 22.06.2021 12:45","n/e","n/e","n/e","n/e","n/e","95","-1","Surplus","Final"
"22.06.2021 12:45 - 22.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","142","1","Surplus","Final"
"22.06.2021 13:00 - 22.06.2021 13:15","n/e","n/e","n/e","n/e","n/e","227","-8","Surplus","Final"
"22.06.2021 13:15 - 22.06.2021 13:30","n/e","n/e","n/e","n/e","n/e","243","-1","Surplus","Final"
"22.06.2021 13:30 - 22.06.2021 13:45","n/e","n/e","n/e","n/e","n/e","250","-1","Surplus","Final"
"22.06.2021 13:45 - 22.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","206","4","Surplus","Final"
"22.06.2021 14:00 - 22.06.2021 14:15","n/e","n/e","n/e","n/e","n/e","120","-1","Surplus","Final"
"22.06.2021 14:15 - 22.06.2021 14:30","n/e","n/e","n/e","n/e","n/e","70","0","Surplus","Final"
"22.06.2021 14:30 - 22.06.2021 14:45","n/e","n/e","n/e","n/e","n/e","54","-5","Surplus","Final"
"22.06.2021 14:45 - 22.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","4","-1","Deficit","Final"
"22.06.2021 15:00 - 22.06.2021 15:15","n/e","n/e","n/e","n/e","n/e","20","-3","Deficit","Final"
"22.06.2021 15:15 - 22.06.2021 15:30","n/e","n/e","n/e","n/e","n/e","39","-4","Deficit","Final"
"22.06.2021 15:30 - 22.06.2021 15:45","n/e","n/e","n/e","n/e","n/e","57","-7","Deficit","Final"
"22.06.2021 15:45 - 22.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","82","-5","Deficit","Final"
"22.06.2021 16:00 - 22.06.2021 16:15","n/e","n/e","n/e","n/e","n/e","148","-2","Deficit","Final"
"22.06.2021 16:15 - 22.06.2021 16:30","n/e","n/e","n/e","n/e","n/e","210","-5","Deficit","Final"
"22.06.2021 16:30 - 22.06.2021 16:45","n/e","n/e","n/e","n/e","n/e","178","-8","Deficit","Final"
"22.06.2021 16:45 - 22.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","101","-8","Deficit","Final"
"22.06.2021 17:00 - 22.06.2021 17:15","n/e","n/e","n/e","n/e","n/e","8","2","Deficit","Final"
"22.06.2021 17:15 - 22.06.2021 17:30","n/e","n/e","n/e","n/e","n/e","130","-4","Surplus","Final"
"22.06.2021 17:30 - 22.06.2021 17:45","n/e","n/e","n/e","n/e","n/e","125","-4","Surplus","Final"
"22.06.2021 17:45 - 22.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","141","-3","Surplus","Final"
"22.06.2021 18:00 - 22.06.2021 18:15","n/e","n/e","n/e","n/e","n/e","172","9","Surplus","Final"
"22.06.2021 18:15 - 22.06.2021 18:30","n/e","n/e","n/e","n/e","n/e","85","-4","Surplus","Final"
"22.06.2021 18:30 - 22.06.2021 18:45","n/e","n/e","n/e","n/e","n/e","13","-5","Surplus","Final"
"22.06.2021 18:45 - 22.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","3","-5","Deficit","Final"
"22.06.2021 19:00 - 22.06.2021 19:15","n/e","n/e","n/e","n/e","n/e","37","5","Surplus","Final"
"22.06.2021 19:15 - 22.06.2021 19:30","n/e","n/e","n/e","n/e","n/e","54","-6","Surplus","Final"
"22.06.2021 19:30 - 22.06.2021 19:45","n/e","n/e","n/e","n/e","n/e","37","-1","Surplus","Final"
"22.06.2021 19:45 - 22.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","67","1","Surplus","Final"
"22.06.2021 20:00 - 22.06.2021 20:15","n/e","n/e","n/e","n/e","n/e","60","5","Surplus","Final"
"22.06.2021 20:15 - 22.06.2021 20:30","n/e","n/e","n/e","n/e","n/e","6","2","Surplus","Final"
"22.06.2021 20:30 - 22.06.2021 20:45","n/e","n/e","n/e","n/e","n/e","36","4","Deficit","Final"
"22.06.2021 20:45 - 22.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","41","3","Deficit","Final"
"22.06.2021 21:00 - 22.06.2021 21:15","n/e","n/e","n/e","n/e","n/e","61","-8","Deficit","Final"
"22.06.2021 21:15 - 22.06.2021 21:30","n/e","n/e","n/e","n/e","n/e","1","4","Deficit","Final"
"22.06.2021 21:30 - 22.06.2021 21:45","n/e","n/e","n/e","n/e","n/e","4","11","Surplus","Final"
"22.06.2021 21:45 - 22.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","1","14","Deficit","Final"
"22.06.2021 22:00 - 22.06.2021 22:15","n/e","n/e","n/e","n/e","n/e","117","1","Surplus","Final"
"22.06.2021 22:15 - 22.06.2021 22:30","n/e","n/e","n/e","n/e","n/e","99","11","Surplus","Final"
"22.06.2021 22:30 - 22.06.2021 22:45","n/e","n/e","n/e","n/e","n/e","85","0","Surplus","Final"
"22.06.2021 22:45 - 22.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","10","9","Surplus","Final"
"22.06.2021 23:00 - 22.06.2021 23:15","n/e","n/e","n/e","n/e","n/e","60","-11","Surplus","Final"
"22.06.2021 23:15 - 22.06.2021 23:30","n/e","n/e","n/e","n/e","n/e","122","6","Surplus","Final"
"22.06.2021 23:30 - 22.06.2021 23:45","n/e","n/e","n/e","n/e","n/e","122","8","Surplus","Final"
"22.06.2021 23:45 - 23.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","107","22","Surplus","Final"
"23.06.2021 00:00 - 23.06.2021 00:15","n/e","n/e","n/e","n/e","n/e","60","-10","Surplus","Final"
"23.06.2021 00:15 - 23.06.2021 00:30","n/e","n/e","n/e","n/e","n/e","65","2","Surplus","Final"
"23.06.2021 00:30 - 23.06.2021 00:45","n/e","n/e","n/e","n/e","n/e","4","-6","Deficit","Final"
"23.06.2021 00:45 - 23.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","10","6","Surplus","Final"
"23.06.2021 01:00 - 23.06.2021 01:15","n/e","n/e","n/e","n/e","n/e","71","-7","Deficit","Final"
"23.06.2021 01:15 - 23.06.2021 01:30","n/e","n/e","n/e","n/e","n/e","32","2","Deficit","Final"
"23.06.2021 01:30 - 23.06.2021 01:45","n/e","n/e","n/e","n/e","n/e","39","0","Deficit","Final"
"23.06.2021 01:45 - 23.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","84","2","Deficit","Final"
"23.06.2021 02:00 - 23.06.2021 02:15","n/e","n/e","n/e","n/e","n/e","52","-7","Deficit","Final"
"23.06.2021 02:15 - 23.06.2021 02:30","n/e","n/e","n/e","n/e","n/e","68","-5","Deficit","Final"
"23.06.2021 02:30 - 23.06.2021 02:45","n/e","n/e","n/e","n/e","n/e","69","-4","Deficit","Final"
"23.06.2021 02:45 - 23.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","53","3","Deficit","Final"
"23.06.2021 03:00 - 23.06.2021 03:15","n/e","n/e","n/e","n/e","n/e","22","-4","Deficit","Final"
"23.06.2021 03:15 - 23.06.2021 03:30","n/e","n/e","n/e","n/e","n/e","21","3","Surplus","Final"
"23.06.2021 03:30 - 23.06.2021 03:45","n/e","n/e","n/e","n/e","n/e","24","3","Surplus","Final"
"23.06.2021 03:45 - 23.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","20","2","Surplus","Final"
"23.06.2021 04:00 - 23.06.2021 04:15","n/e","n/e","n/e","n/e","n/e","78","2","Surplus","Final"
"23.06.2021 04:15 - 23.06.2021 04:30","n/e","n/e","n/e","n/e","n/e","72","1","Surplus","Final"
"23.06.2021 04:30 - 23.06.2021 04:45","n/e","n/e","n/e","n/e","n/e","50","-4","Surplus","Final"
"23.06.2021 04:45 - 23.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","63","-5","Surplus","Final"
"23.06.2021 05:00 - 23.06.2021 05:15","n/e","n/e","n/e","n/e","n/e","12","3","Surplus","Final"
"23.06.2021 05:15 - 23.06.2021 05:30","n/e","n/e","n/e","n/e","n/e","20","5","Deficit","Final"
"23.06.2021 05:30 - 23.06.2021 05:45","n/e","n/e","n/e","n/e","n/e","49","2","Deficit","Final"
"23.06.2021 05:45 - 23.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","51","1","Deficit","Final"
"23.06.2021 06:00 - 23.06.2021 06:15","n/e","n/e","n/e","n/e","n/e","26","5","Deficit","Final"
"23.06.2021 06:15 - 23.06.2021 06:30","n/e","n/e","n/e","n/e","n/e","53","2","Deficit","Final"
"23.06.2021 06:30 - 23.06.2021 06:45","n/e","n/e","n/e","n/e","n/e","87","4","Deficit","Final"
"23.06.2021 06:45 - 23.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","103","-2","Deficit","Final"
"23.06.2021 07:00 - 23.06.2021 07:15","n/e","n/e","n/e","n/e","n/e","15","18","Deficit","Final"
"23.06.2021 07:15 - 23.06.2021 07:30","n/e","n/e","n/e","n/e","n/e","45","8","Deficit","Final"
"23.06.2021 07:30 - 23.06.2021 07:45","n/e","n/e","n/e","n/e","n/e","50","-2","Deficit","Final"
"23.06.2021 07:45 - 23.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","5","-3","Surplus","Final"
"23.06.2021 08:00 - 23.06.2021 08:15","n/e","n/e","n/e","n/e","n/e","39","5","Surplus","Final"
"23.06.2021 08:15 - 23.06.2021 08:30","n/e","n/e","n/e","n/e","n/e","89","4","Surplus","Final"
"23.06.2021 08:30 - 23.06.2021 08:45","n/e","n/e","n/e","n/e","n/e","66","4","Surplus","Final"
"23.06.2021 08:45 - 23.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","32","1","Surplus","Final"
"23.06.2021 09:00 - 23.06.2021 09:15","n/e","n/e","n/e","n/e","n/e","63","-2","Surplus","Final"
"23.06.2021 09:15 - 23.06.2021 09:30","n/e","n/e","n/e","n/e","n/e","35","-3","Surplus","Final"
"23.06.2021 09:30 - 23.06.2021 09:45","n/e","n/e","n/e","n/e","n/e","17","-7","Deficit","Final"
"23.06.2021 09:45 - 23.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","1","3","Deficit","Final"
"23.06.2021 10:00 - 23.06.2021 10:15","n/e","n/e","n/e","n/e","n/e","28","-7","Surplus","Final"
"23.06.2021 10:15 - 23.06.2021 10:30","n/e","n/e","n/e","n/e","n/e","30","-6","Surplus","Final"
"23.06.2021 10:30 - 23.06.2021 10:45","n/e","n/e","n/e","n/e","n/e","50","-2","Surplus","Final"
"23.06.2021 10:45 - 23.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","145","1","Surplus","Final"
"23.06.2021 11:00 - 23.06.2021 11:15","n/e","n/e","n/e","n/e","n/e","53","-1","Surplus","Final"
"23.06.2021 11:15 - 23.06.2021 11:30","n/e","n/e","n/e","n/e","n/e","118","-1","Surplus","Final"
"23.06.2021 11:30 - 23.06.2021 11:45","n/e","n/e","n/e","n/e","n/e","74","-1","Surplus","Final"
"23.06.2021 11:45 - 23.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","0","0","Balanced","Final"
"23.06.2021 12:00 - 23.06.2021 12:15","n/e","n/e","n/e","n/e","n/e","22","-2","Surplus","Final"
