"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Generation / - Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Price for consumption [Currency/MWh] - SCA|DE(TenneT GER)","Currency","Status","Total Imbalance [MWh] - SCA|DE(TenneT GER)","Difference","Situation","Status"
"05.03.2021 20:00 - 05.03.2021 20:15","n/e","n/e","n/e","n/e","n/e","66","-8","Surplus","Final"
"05.03.2021 20:15 - 05.03.2021 20:30","n/e","n/e","n/e","n/e","n/e","132","7","Surplus","Final"
"05.03.2021 20:30 - 05.03.2021 20:45","n/e","n/e","n/e","n/e","n/e","94","8","Surplus","Final"
"05.03.2021 20:45 - 05.03.2021 21:00","n/e","n/e","n/e","n/e","n/e","135","5","Surplus","Final"
"05.03.2021 21:00 - 05.03.2021 21:15","n/e","n/e","n/e","n/e","n/e","12","-7","Deficit","Final"
"05.03.2021 21:15 - 05.03.2021 21:30","n/e","n/e","n/e","n/e","n/e","7","3","Surplus","Final"
"05.03.2021 21:30 - 05.03.2021 21:45","n/e","n/e","n/e","n/e","n/e","91","9","Surplus","Final"
"05.03.2021 21:45 - 05.03.2021 22:00","n/e","n/e","n/e","n/e","n/e","144","5","Surplus","Final"
"05.03.2021 22:00 - 05.03.2021 22:15","n/e","n/e","n/e","n/e","n/e","38","1","Surplus","Final"
"05.03.2021 22:15 - 05.03.2021 22:30","n/e","n/e","n/e","n/e","n/e","71","3","Surplus","Final"
"05.03.2021 22:30 - 05.03.2021 22:45","n/e","n/e","n/e","n/e","n/e","48","1","Surplus","Final"
"05.03.2021 22:45 - 05.03.2021 23:00","n/e","n/e","n/e","n/e","n/e","76","4","Surplus","Final"
"05.03.2021 23:00 - 05.03.2021 23:15","n/e","n/e","n/e","n/e","n/e","3","-2","Deficit","Final"
"05.03.2021 23:15 - 05.03.2021 23:30","n/e","n/e","n/e","n/e","n/e","46","9","Surplus","Final"
"05.03.2021 23:30 - 05.03.2021 23:45","n/e","n/e","n/e","n/e","n/e","35","2","Surplus","Final"
"05.03.2021 23:45 - 06.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","42","8","Surplus","Final"
"06.03.2021 00:00 - 06.03.2021 00:15","n/e","n/e","n/e","n/e","n/e","2","-4","Deficit","Final"
"06.03.2021 00:15 - 06.03.2021 00:30","n/e","n/e","n/e","n/e","n/e","12","2","Deficit","Final"
"06.03.2021 00:30 - 06.03.2021 00:45","n/e","n/e","n/e","n/e","n/e","28","3","Surplus","Final"
"06.03.2021 00:45 - 06.03.2021 01:00","n/e","n/e","n/e","n/e","n/e","101","6","Surplus","Final"
"06.03.2021 01:00 - 06.03.2021 01:15","n/e","n/e","n/e","n/e","n/e","75","-3","Surplus","Final"
"06.03.2021 01:15 - 06.03.2021 01:30","n/e","n/e","n/e","n/e","n/e","172","2","Surplus","Final"
"06.03.2021 01:30 - 06.03.2021 01:45","n/e","n/e","n/e","n/e","n/e","156","6","Surplus","Final"
"06.03.2021 01:45 - 06.03.2021 02:00","n/e","n/e","n/e","n/e","n/e","98","6","Surplus","Final"
"06.03.2021 02:00 - 06.03.2021 02:15","n/e","n/e","n/e","n/e","n/e","61","-5","Surplus","Final"
"06.03.2021 02:15 - 06.03.2021 02:30","n/e","n/e","n/e","n/e","n/e","80","1","Surplus","Final"
"06.03.2021 02:30 - 06.03.2021 02:45","n/e","n/e","n/e","n/e","n/e","103","-1","Surplus","Final"
"06.03.2021 02:45 - 06.03.2021 03:00","n/e","n/e","n/e","n/e","n/e","150","0","Surplus","Final"
"06.03.2021 03:00 - 06.03.2021 03:15","n/e","n/e","n/e","n/e","n/e","60","-7","Surplus","Final"
"06.03.2021 03:15 - 06.03.2021 03:30","n/e","n/e","n/e","n/e","n/e","39","3","Surplus","Final"
"06.03.2021 03:30 - 06.03.2021 03:45","n/e","n/e","n/e","n/e","n/e","71","2","Surplus","Final"
"06.03.2021 03:45 - 06.03.2021 04:00","n/e","n/e","n/e","n/e","n/e","40","1","Surplus","Final"
"06.03.2021 04:00 - 06.03.2021 04:15","n/e","n/e","n/e","n/e","n/e","6","0","Surplus","Final"
"06.03.2021 04:15 - 06.03.2021 04:30","n/e","n/e","n/e","n/e","n/e","78","2","Surplus","Final"
"06.03.2021 04:30 - 06.03.2021 04:45","n/e","n/e","n/e","n/e","n/e","77","0","Surplus","Final"
"06.03.2021 04:45 - 06.03.2021 05:00","n/e","n/e","n/e","n/e","n/e","33","4","Surplus","Final"
"06.03.2021 05:00 - 06.03.2021 05:15","n/e","n/e","n/e","n/e","n/e","76","-1","Deficit","Final"
"06.03.2021 05:15 - 06.03.2021 05:30","n/e","n/e","n/e","n/e","n/e","62","2","Deficit","Final"
"06.03.2021 05:30 - 06.03.2021 05:45","n/e","n/e","n/e","n/e","n/e","75","4","Deficit","Final"
"06.03.2021 05:45 - 06.03.2021 06:00","n/e","n/e","n/e","n/e","n/e","92","4","Deficit","Final"
"06.03.2021 06:00 - 06.03.2021 06:15","n/e","n/e","n/e","n/e","n/e","121","2","Deficit","Final"
"06.03.2021 06:15 - 06.03.2021 06:30","n/e","n/e","n/e","n/e","n/e","139","3","Deficit","Final"
"06.03.2021 06:30 - 06.03.2021 06:45","n/e","n/e","n/e","n/e","n/e","142","0","Deficit","Final"
"06.03.2021 06:45 - 06.03.2021 07:00","n/e","n/e","n/e","n/e","n/e","88","4","Deficit","Final"
"06.03.2021 07:00 - 06.03.2021 07:15","n/e","n/e","n/e","n/e","n/e","63","6","Deficit","Final"
"06.03.2021 07:15 - 06.03.2021 07:30","n/e","n/e","n/e","n/e","n/e","61","0","Deficit","Final"
"06.03.2021 07:30 - 06.03.2021 07:45","n/e","n/e","n/e","n/e","n/e","90","0","Deficit","Final"
"06.03.2021 07:45 - 06.03.2021 08:00","n/e","n/e","n/e","n/e","n/e","88","-1","Deficit","Final"
"06.03.2021 08:00 - 06.03.2021 08:15","n/e","n/e","n/e","n/e","n/e","51","3","Deficit","Final"
"06.03.2021 08:15 - 06.03.2021 08:30","n/e","n/e","n/e","n/e","n/e","9","1","Surplus","Final"
"06.03.2021 08:30 - 06.03.2021 08:45","n/e","n/e","n/e","n/e","n/e","50","-1","Surplus","Final"
"06.03.2021 08:45 - 06.03.2021 09:00","n/e","n/e","n/e","n/e","n/e","83","-4","Surplus","Final"
"06.03.2021 09:00 - 06.03.2021 09:15","n/e","n/e","n/e","n/e","n/e","70","-5","Surplus","Final"
"06.03.2021 09:15 - 06.03.2021 09:30","n/e","n/e","n/e","n/e","n/e","0","-4","Balanced","Final"
"06.03.2021 09:30 - 06.03.2021 09:45","n/e","n/e","n/e","n/e","n/e","23","5","Deficit","Final"
"06.03.2021 09:45 - 06.03.2021 10:00","n/e","n/e","n/e","n/e","n/e","87","5","Deficit","Final"
"06.03.2021 10:00 - 06.03.2021 10:15","n/e","n/e","n/e","n/e","n/e","63","-5","Deficit","Final"
"06.03.2021 10:15 - 06.03.2021 10:30","n/e","n/e","n/e","n/e","n/e","50","4","Deficit","Final"
"06.03.2021 10:30 - 06.03.2021 10:45","n/e","n/e","n/e","n/e","n/e","43","1","Surplus","Final"
"06.03.2021 10:45 - 06.03.2021 11:00","n/e","n/e","n/e","n/e","n/e","56","1","Surplus","Final"
"06.03.2021 11:00 - 06.03.2021 11:15","n/e","n/e","n/e","n/e","n/e","50","-10","Surplus","Final"
"06.03.2021 11:15 - 06.03.2021 11:30","n/e","n/e","n/e","n/e","n/e","78","0","Surplus","Final"
"06.03.2021 11:30 - 06.03.2021 11:45","n/e","n/e","n/e","n/e","n/e","108","0","Surplus","Final"
"06.03.2021 11:45 - 06.03.2021 12:00","n/e","n/e","n/e","n/e","n/e","76","-2","Surplus","Final"
"06.03.2021 12:00 - 06.03.2021 12:15","n/e","n/e","n/e","n/e","n/e","16","-3","Surplus","Final"
"06.03.2021 12:15 - 06.03.2021 12:30","n/e","n/e","n/e","n/e","n/e","7","3","Surplus","Final"
"06.03.2021 12:30 - 06.03.2021 12:45","n/e","n/e","n/e","n/e","n/e","28","3","Surplus","Final"
"06.03.2021 12:45 - 06.03.2021 13:00","n/e","n/e","n/e","n/e","n/e","41","-1","Surplus","Final"
"06.03.2021 13:00 - 06.03.2021 13:15","n/e","n/e","n/e","n/e","n/e","6","0","Surplus","Final"
"06.03.2021 13:15 - 06.03.2021 13:30","n/e","n/e","n/e","n/e","n/e","37","-2","Surplus","Final"
"06.03.2021 13:30 - 06.03.2021 13:45","n/e","n/e","n/e","n/e","n/e","5","-3","Deficit","Final"
"06.03.2021 13:45 - 06.03.2021 14:00","n/e","n/e","n/e","n/e","n/e","48","-1","Surplus","Final"
"06.03.2021 14:00 - 06.03.2021 14:15","n/e","n/e","n/e","n/e","n/e","105","-5","Surplus","Final"
"06.03.2021 14:15 - 06.03.2021 14:30","n/e","n/e","n/e","n/e","n/e","56","-2","Surplus","Final"
"06.03.2021 14:30 - 06.03.2021 14:45","n/e","n/e","n/e","n/e","n/e","68","-1","Surplus","Final"
"06.03.2021 14:45 - 06.03.2021 15:00","n/e","n/e","n/e","n/e","n/e","50","6","Surplus","Final"
"06.03.2021 15:00 - 06.03.2021 15:15","n/e","n/e","n/e","n/e","n/e","2","-1","Deficit","Final"
"06.03.2021 15:15 - 06.03.2021 15:30","n/e","n/e","n/e","n/e","n/e","35","4","Surplus","Final"
"06.03.2021 15:30 - 06.03.2021 15:45","n/e","n/e","n/e","n/e","n/e","114","-4","Surplus","Final"
"06.03.2021 15:45 - 06.03.2021 16:00","n/e","n/e","n/e","n/e","n/e","50","0","Surplus","Final"
"06.03.2021 16:00 - 06.03.2021 16:15","n/e","n/e","n/e","n/e","n/e","31","5","Surplus","Final"
"06.03.2021 16:15 - 06.03.2021 16:30","n/e","n/e","n/e","n/e","n/e","33","-1","Surplus","Final"
"06.03.2021 16:30 - 06.03.2021 16:45","n/e","n/e","n/e","n/e","n/e","37","-4","Surplus","Final"
"06.03.2021 16:45 - 06.03.2021 17:00","n/e","n/e","n/e","n/e","n/e","86","-2","Surplus","Final"
"06.03.2021 17:00 - 06.03.2021 17:15","n/e","n/e","n/e","n/e","n/e","74","13","Surplus","Final"
"06.03.2021 17:15 - 06.03.2021 17:30","n/e","n/e","n/e","n/e","n/e","29","-7","Surplus","Final"
"06.03.2021 17:30 - 06.03.2021 17:45","n/e","n/e","n/e","n/e","n/e","16","-8","Deficit","Final"
"06.03.2021 17:45 - 06.03.2021 18:00","n/e","n/e","n/e","n/e","n/e","7","-10","Surplus","Final"
"06.03.2021 18:00 - 06.03.2021 18:15","n/e","n/e","n/e","n/e","n/e","67","10","Surplus","Final"
"06.03.2021 18:15 - 06.03.2021 18:30","n/e","n/e","n/e","n/e","n/e","40","-1","Surplus","Final"
"06.03.2021 18:30 - 06.03.2021 18:45","n/e","n/e","n/e","n/e","n/e","47","-6","Surplus","Final"
"06.03.2021 18:45 - 06.03.2021 19:00","n/e","n/e","n/e","n/e","n/e","39","-4","Surplus","Final"
"06.03.2021 19:00 - 06.03.2021 19:15","n/e","n/e","n/e","n/e","n/e","4","-1","Surplus","Final"
"06.03.2021 19:15 - 06.03.2021 19:30","n/e","n/e","n/e","n/e","n/e","22","7","Surplus","Final"
"06.03.2021 19:30 - 06.03.2021 19:45","n/e","n/e","n/e","n/e","n/e","25","8","Surplus","Final"
"06.03.2021 19:45 - 06.03.2021 20:00","n/e","n/e","n/e","n/e","n/e","29","2","Surplus","Final"
"06.03.2021 20:00 - 06.03.2021 20:15","n/e","n/e","n/e","n/e","n/e","61","1","Deficit","Final"
"06.03.2021 20:15 - 06.03.2021 20:30","n/e","n/e","n/e","n/e","n/e","5","5","Deficit","Final"
"06.03.2021 20:30 - 06.03.2021 20:45","n/e","n/e","n/e","n/e","n/e","59","4","Deficit","Final"
"06.03.2021 20:45 - 06.03.2021 21:00","n/e","n/e","n/e","n/e","n/e","76","3","Deficit","Final"
"06.03.2021 21:00 - 06.03.2021 21:15","n/e","n/e","n/e","n/e","n/e","82","-13","Deficit","Final"
"06.03.2021 21:15 - 06.03.2021 21:30","n/e","n/e","n/e","n/e","n/e","44","6","Deficit","Final"
"06.03.2021 21:30 - 06.03.2021 21:45","n/e","n/e","n/e","n/e","n/e","49","9","Deficit","Final"
"06.03.2021 21:45 - 06.03.2021 22:00","n/e","n/e","n/e","n/e","n/e","27","10","Deficit","Final"
"06.03.2021 22:00 - 06.03.2021 22:15","n/e","n/e","n/e","n/e","n/e","31","-3","Deficit","Final"
"06.03.2021 22:15 - 06.03.2021 22:30","n/e","n/e","n/e","n/e","n/e","44","0","Surplus","Final"
"06.03.2021 22:30 - 06.03.2021 22:45","n/e","n/e","n/e","n/e","n/e","50","2","Surplus","Final"
"06.03.2021 22:45 - 06.03.2021 23:00","n/e","n/e","n/e","n/e","n/e","33","3","Surplus","Final"
"06.03.2021 23:00 - 06.03.2021 23:15","n/e","n/e","n/e","n/e","n/e","106","0","Surplus","Final"
"06.03.2021 23:15 - 06.03.2021 23:30","n/e","n/e","n/e","n/e","n/e","17","3","Deficit","Final"
"06.03.2021 23:30 - 06.03.2021 23:45","n/e","n/e","n/e","n/e","n/e","81","5","Deficit","Final"
"06.03.2021 23:45 - 07.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","14","0","Deficit","Final"
"07.03.2021 00:00 - 07.03.2021 00:15","n/e","n/e","n/e","n/e","n/e","20","-7","Surplus","Final"
"07.03.2021 00:15 - 07.03.2021 00:30","n/e","n/e","n/e","n/e","n/e","90","-3","Surplus","Final"
"07.03.2021 00:30 - 07.03.2021 00:45","n/e","n/e","n/e","n/e","n/e","165","3","Surplus","Final"
"07.03.2021 00:45 - 07.03.2021 01:00","n/e","n/e","n/e","n/e","n/e","193","1","Surplus","Final"
"07.03.2021 01:00 - 07.03.2021 01:15","n/e","n/e","n/e","n/e","n/e","103","-2","Surplus","Final"
"07.03.2021 01:15 - 07.03.2021 01:30","n/e","n/e","n/e","n/e","n/e","27","0","Surplus","Final"
"07.03.2021 01:30 - 07.03.2021 01:45","n/e","n/e","n/e","n/e","n/e","78","-1","Deficit","Final"
"07.03.2021 01:45 - 07.03.2021 02:00","n/e","n/e","n/e","n/e","n/e","71","5","Deficit","Final"
"07.03.2021 02:00 - 07.03.2021 02:15","n/e","n/e","n/e","n/e","n/e","130","-4","Deficit","Final"
"07.03.2021 02:15 - 07.03.2021 02:30","n/e","n/e","n/e","n/e","n/e","142","3","Deficit","Final"
"07.03.2021 02:30 - 07.03.2021 02:45","n/e","n/e","n/e","n/e","n/e","124","3","Deficit","Final"
"07.03.2021 02:45 - 07.03.2021 03:00","n/e","n/e","n/e","n/e","n/e","104","3","Deficit","Final"
"07.03.2021 03:00 - 07.03.2021 03:15","n/e","n/e","n/e","n/e","n/e","12","-3","Deficit","Final"
"07.03.2021 03:15 - 07.03.2021 03:30","n/e","n/e","n/e","n/e","n/e","11","3","Deficit","Final"
"07.03.2021 03:30 - 07.03.2021 03:45","n/e","n/e","n/e","n/e","n/e","67","4","Deficit","Final"
"07.03.2021 03:45 - 07.03.2021 04:00","n/e","n/e","n/e","n/e","n/e","73","1","Deficit","Final"
"07.03.2021 04:00 - 07.03.2021 04:15","n/e","n/e","n/e","n/e","n/e","19","-1","Deficit","Final"
"07.03.2021 04:15 - 07.03.2021 04:30","n/e","n/e","n/e","n/e","n/e","7","1","Surplus","Final"
"07.03.2021 04:30 - 07.03.2021 04:45","n/e","n/e","n/e","n/e","n/e","66","1","Surplus","Final"
"07.03.2021 04:45 - 07.03.2021 05:00","n/e","n/e","n/e","n/e","n/e","64","0","Surplus","Final"
"07.03.2021 05:00 - 07.03.2021 05:15","n/e","n/e","n/e","n/e","n/e","77","0","Surplus","Final"
"07.03.2021 05:15 - 07.03.2021 05:30","n/e","n/e","n/e","n/e","n/e","124","0","Surplus","Final"
"07.03.2021 05:30 - 07.03.2021 05:45","n/e","n/e","n/e","n/e","n/e","157","-1","Surplus","Final"
"07.03.2021 05:45 - 07.03.2021 06:00","n/e","n/e","n/e","n/e","n/e","115","0","Surplus","Final"
"07.03.2021 06:00 - 07.03.2021 06:15","n/e","n/e","n/e","n/e","n/e","56","-1","Surplus","Final"
"07.03.2021 06:15 - 07.03.2021 06:30","n/e","n/e","n/e","n/e","n/e","15","3","Surplus","Final"
"07.03.2021 06:30 - 07.03.2021 06:45","n/e","n/e","n/e","n/e","n/e","0","-1","Balanced","Final"
"07.03.2021 06:45 - 07.03.2021 07:00","n/e","n/e","n/e","n/e","n/e","2","2","Deficit","Final"
"07.03.2021 07:00 - 07.03.2021 07:15","n/e","n/e","n/e","n/e","n/e","35","3","Deficit","Final"
"07.03.2021 07:15 - 07.03.2021 07:30","n/e","n/e","n/e","n/e","n/e","39","2","Deficit","Final"
"07.03.2021 07:30 - 07.03.2021 07:45","n/e","n/e","n/e","n/e","n/e","37","-1","Deficit","Final"
"07.03.2021 07:45 - 07.03.2021 08:00","n/e","n/e","n/e","n/e","n/e","18","0","Deficit","Final"
"07.03.2021 08:00 - 07.03.2021 08:15","n/e","n/e","n/e","n/e","n/e","4","3","Surplus","Final"
"07.03.2021 08:15 - 07.03.2021 08:30","n/e","n/e","n/e","n/e","n/e","21","0","Surplus","Final"
"07.03.2021 08:30 - 07.03.2021 08:45","n/e","n/e","n/e","n/e","n/e","53","-1","Surplus","Final"
"07.03.2021 08:45 - 07.03.2021 09:00","n/e","n/e","n/e","n/e","n/e","48","-2","Surplus","Final"
"07.03.2021 09:00 - 07.03.2021 09:15","n/e","n/e","n/e","n/e","n/e","163","-2","Surplus","Final"
"07.03.2021 09:15 - 07.03.2021 09:30","n/e","n/e","n/e","n/e","n/e","126","-1","Surplus","Final"
"07.03.2021 09:30 - 07.03.2021 09:45","n/e","n/e","n/e","n/e","n/e","78","-2","Surplus","Final"
"07.03.2021 09:45 - 07.03.2021 10:00","n/e","n/e","n/e","n/e","n/e","89","0","Surplus","Final"
"07.03.2021 10:00 - 07.03.2021 10:15","n/e","n/e","n/e","n/e","n/e","9","-6","Surplus","Final"
"07.03.2021 10:15 - 07.03.2021 10:30","n/e","n/e","n/e","n/e","n/e","73","-2","Surplus","Final"
"07.03.2021 10:30 - 07.03.2021 10:45","n/e","n/e","n/e","n/e","n/e","125","3","Surplus","Final"
"07.03.2021 10:45 - 07.03.2021 11:00","n/e","n/e","n/e","n/e","n/e","149","5","Surplus","Final"
"07.03.2021 11:00 - 07.03.2021 11:15","n/e","n/e","n/e","n/e","n/e","123","-4","Surplus","Final"
"07.03.2021 11:15 - 07.03.2021 11:30","n/e","n/e","n/e","n/e","n/e","106","2","Surplus","Final"
"07.03.2021 11:30 - 07.03.2021 11:45","n/e","n/e","n/e","n/e","n/e","109","1","Surplus","Final"
"07.03.2021 11:45 - 07.03.2021 12:00","n/e","n/e","n/e","n/e","n/e","125","3","Surplus","Final"
"07.03.2021 12:00 - 07.03.2021 12:15","n/e","n/e","n/e","n/e","n/e","106","-2","Surplus","Final"
"07.03.2021 12:15 - 07.03.2021 12:30","n/e","n/e","n/e","n/e","n/e","140","-3","Surplus","Final"
"07.03.2021 12:30 - 07.03.2021 12:45","n/e","n/e","n/e","n/e","n/e","66","-1","Surplus","Final"
"07.03.2021 12:45 - 07.03.2021 13:00","n/e","n/e","n/e","n/e","n/e","7","2","Surplus","Final"
"07.03.2021 13:00 - 07.03.2021 13:15","n/e","n/e","n/e","n/e","n/e","56","-1","Deficit","Final"
"07.03.2021 13:15 - 07.03.2021 13:30","n/e","n/e","n/e","n/e","n/e","37","-6","Deficit","Final"
"07.03.2021 13:30 - 07.03.2021 13:45","n/e","n/e","n/e","n/e","n/e","65","-1","Deficit","Final"
"07.03.2021 13:45 - 07.03.2021 14:00","n/e","n/e","n/e","n/e","n/e","84","2","Deficit","Final"
"07.03.2021 14:00 - 07.03.2021 14:15","n/e","n/e","n/e","n/e","n/e","127","2","Deficit","Final"
"07.03.2021 14:15 - 07.03.2021 14:30","n/e","n/e","n/e","n/e","n/e","98","0","Deficit","Final"
"07.03.2021 14:30 - 07.03.2021 14:45","n/e","n/e","n/e","n/e","n/e","65","-1","Deficit","Final"
"07.03.2021 14:45 - 07.03.2021 15:00","n/e","n/e","n/e","n/e","n/e","29","3","Deficit","Final"
"07.03.2021 15:00 - 07.03.2021 15:15","n/e","n/e","n/e","n/e","n/e","72","1","Surplus","Final"
"07.03.2021 15:15 - 07.03.2021 15:30","n/e","n/e","n/e","n/e","n/e","76","-4","Surplus","Final"
"07.03.2021 15:30 - 07.03.2021 15:45","n/e","n/e","n/e","n/e","n/e","37","-1","Surplus","Final"
"07.03.2021 15:45 - 07.03.2021 16:00","n/e","n/e","n/e","n/e","n/e","37","3","Surplus","Final"
"07.03.2021 16:00 - 07.03.2021 16:15","n/e","n/e","n/e","n/e","n/e","55","3","Deficit","Final"
"07.03.2021 16:15 - 07.03.2021 16:30","n/e","n/e","n/e","n/e","n/e","60","-2","Deficit","Final"
"07.03.2021 16:30 - 07.03.2021 16:45","n/e","n/e","n/e","n/e","n/e","49","1","Deficit","Final"
"07.03.2021 16:45 - 07.03.2021 17:00","n/e","n/e","n/e","n/e","n/e","22","1","Deficit","Final"
"07.03.2021 17:00 - 07.03.2021 17:15","n/e","n/e","n/e","n/e","n/e","60","6","Surplus","Final"
"07.03.2021 17:15 - 07.03.2021 17:30","n/e","n/e","n/e","n/e","n/e","10","-1","Deficit","Final"
"07.03.2021 17:30 - 07.03.2021 17:45","n/e","n/e","n/e","n/e","n/e","35","-4","Deficit","Final"
"07.03.2021 17:45 - 07.03.2021 18:00","n/e","n/e","n/e","n/e","n/e","5","-4","Surplus","Final"
"07.03.2021 18:00 - 07.03.2021 18:15","n/e","n/e","n/e","n/e","n/e","1","5","Deficit","Final"
"07.03.2021 18:15 - 07.03.2021 18:30","n/e","n/e","n/e","n/e","n/e","2","-1","Surplus","Final"
"07.03.2021 18:30 - 07.03.2021 18:45","n/e","n/e","n/e","n/e","n/e","55","0","Deficit","Final"
"07.03.2021 18:45 - 07.03.2021 19:00","n/e","n/e","n/e","n/e","n/e","27","-1","Deficit","Final"
"07.03.2021 19:00 - 07.03.2021 19:15","n/e","n/e","n/e","n/e","n/e","67","7","Surplus","Final"
"07.03.2021 19:15 - 07.03.2021 19:30","n/e","n/e","n/e","n/e","n/e","93","4","Surplus","Final"
"07.03.2021 19:30 - 07.03.2021 19:45","n/e","n/e","n/e","n/e","n/e","105","4","Surplus","Final"
"07.03.2021 19:45 - 07.03.2021 20:00","n/e","n/e","n/e","n/e","n/e","65","5","Surplus","Final"
"07.03.2021 20:00 - 07.03.2021 20:15","n/e","n/e","n/e","n/e","n/e","50","-5","Surplus","Final"
"07.03.2021 20:15 - 07.03.2021 20:30","n/e","n/e","n/e","n/e","n/e","56","2","Surplus","Final"
"07.03.2021 20:30 - 07.03.2021 20:45","n/e","n/e","n/e","n/e","n/e","13","2","Deficit","Final"
"07.03.2021 20:45 - 07.03.2021 21:00","n/e","n/e","n/e","n/e","n/e","34","4","Surplus","Final"
"07.03.2021 21:00 - 07.03.2021 21:15","n/e","n/e","n/e","n/e","n/e","54","-13","Deficit","Final"
"07.03.2021 21:15 - 07.03.2021 21:30","n/e","n/e","n/e","n/e","n/e","17","1","Deficit","Final"
"07.03.2021 21:30 - 07.03.2021 21:45","n/e","n/e","n/e","n/e","n/e","20","0","Deficit","Final"
"07.03.2021 21:45 - 07.03.2021 22:00","n/e","n/e","n/e","n/e","n/e","12","7","Deficit","Final"
"07.03.2021 22:00 - 07.03.2021 22:15","n/e","n/e","n/e","n/e","n/e","14","-6","Deficit","Final"
"07.03.2021 22:15 - 07.03.2021 22:30","n/e","n/e","n/e","n/e","n/e","37","4","Deficit","Final"
"07.03.2021 22:30 - 07.03.2021 22:45","n/e","n/e","n/e","n/e","n/e","8","2","Surplus","Final"
"07.03.2021 22:45 - 07.03.2021 23:00","n/e","n/e","n/e","n/e","n/e","56","4","Surplus","Final"
"07.03.2021 23:00 - 07.03.2021 23:15","n/e","n/e","n/e","n/e","n/e","84","-1","Surplus","Final"
"07.03.2021 23:15 - 07.03.2021 23:30","n/e","n/e","n/e","n/e","n/e","83","2","Surplus","Final"
"07.03.2021 23:30 - 07.03.2021 23:45","n/e","n/e","n/e","n/e","n/e","67","4","Surplus","Final"
"07.03.2021 23:45 - 08.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","57","12","Surplus","Final"
"08.03.2021 00:00 - 08.03.2021 00:15","n/e","n/e","n/e","n/e","n/e","121","-8","Surplus","Final"
"08.03.2021 00:15 - 08.03.2021 00:30","n/e","n/e","n/e","n/e","n/e","137","1","Surplus","Final"
"08.03.2021 00:30 - 08.03.2021 00:45","n/e","n/e","n/e","n/e","n/e","130","2","Surplus","Final"
"08.03.2021 00:45 - 08.03.2021 01:00","n/e","n/e","n/e","n/e","n/e","97","-2","Surplus","Final"
"08.03.2021 01:00 - 08.03.2021 01:15","n/e","n/e","n/e","n/e","n/e","43","-2","Surplus","Final"
"08.03.2021 01:15 - 08.03.2021 01:30","n/e","n/e","n/e","n/e","n/e","8","4","Surplus","Final"
"08.03.2021 01:30 - 08.03.2021 01:45","n/e","n/e","n/e","n/e","n/e","6","2","Deficit","Final"
"08.03.2021 01:45 - 08.03.2021 02:00","n/e","n/e","n/e","n/e","n/e","4","1","Deficit","Final"
"08.03.2021 02:00 - 08.03.2021 02:15","n/e","n/e","n/e","n/e","n/e","25","-4","Deficit","Final"
"08.03.2021 02:15 - 08.03.2021 02:30","n/e","n/e","n/e","n/e","n/e","30","6","Deficit","Final"
"08.03.2021 02:30 - 08.03.2021 02:45","n/e","n/e","n/e","n/e","n/e","38","2","Deficit","Final"
"08.03.2021 02:45 - 08.03.2021 03:00","n/e","n/e","n/e","n/e","n/e","5","5","Deficit","Final"
"08.03.2021 03:00 - 08.03.2021 03:15","n/e","n/e","n/e","n/e","n/e","17","0","Deficit","Final"
"08.03.2021 03:15 - 08.03.2021 03:30","n/e","n/e","n/e","n/e","n/e","7","3","Surplus","Final"
"08.03.2021 03:30 - 08.03.2021 03:45","n/e","n/e","n/e","n/e","n/e","28","2","Deficit","Final"
"08.03.2021 03:45 - 08.03.2021 04:00","n/e","n/e","n/e","n/e","n/e","24","-1","Deficit","Final"
"08.03.2021 04:00 - 08.03.2021 04:15","n/e","n/e","n/e","n/e","n/e","13","5","Surplus","Final"
"08.03.2021 04:15 - 08.03.2021 04:30","n/e","n/e","n/e","n/e","n/e","1","-1","Deficit","Final"
"08.03.2021 04:30 - 08.03.2021 04:45","n/e","n/e","n/e","n/e","n/e","11","0","Deficit","Final"
"08.03.2021 04:45 - 08.03.2021 05:00","n/e","n/e","n/e","n/e","n/e","41","2","Surplus","Final"
"08.03.2021 05:00 - 08.03.2021 05:15","n/e","n/e","n/e","n/e","n/e","9","8","Surplus","Final"
"08.03.2021 05:15 - 08.03.2021 05:30","n/e","n/e","n/e","n/e","n/e","8","7","Deficit","Final"
"08.03.2021 05:30 - 08.03.2021 05:45","n/e","n/e","n/e","n/e","n/e","58","-4","Deficit","Final"
"08.03.2021 05:45 - 08.03.2021 06:00","n/e","n/e","n/e","n/e","n/e","123","-5","Deficit","Final"
"08.03.2021 06:00 - 08.03.2021 06:15","n/e","n/e","n/e","n/e","n/e","63","-4","Deficit","Final"
"08.03.2021 06:15 - 08.03.2021 06:30","n/e","n/e","n/e","n/e","n/e","137","-5","Deficit","Final"
"08.03.2021 06:30 - 08.03.2021 06:45","n/e","n/e","n/e","n/e","n/e","91","-7","Deficit","Final"
"08.03.2021 06:45 - 08.03.2021 07:00","n/e","n/e","n/e","n/e","n/e","82","-3","Deficit","Final"
