"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Generation / - Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Price for consumption [Currency/MWh] - SCA|DE(TenneT GER)","Currency","Status","Total Imbalance [MWh] - SCA|DE(TenneT GER)","Difference","Situation","Status"
"29.05.2020 20:00 - 29.05.2020 20:15","n/e","n/e","n/e","n/e","n/e","22","-3","Surplus","Final"
"29.05.2020 20:15 - 29.05.2020 20:30","n/e","n/e","n/e","n/e","n/e","10","0","Surplus","Final"
"29.05.2020 20:30 - 29.05.2020 20:45","n/e","n/e","n/e","n/e","n/e","6","1","Deficit","Final"
"29.05.2020 20:45 - 29.05.2020 21:00","n/e","n/e","n/e","n/e","n/e","52","0","Surplus","Final"
"29.05.2020 21:00 - 29.05.2020 21:15","n/e","n/e","n/e","n/e","n/e","67","-2","Surplus","Final"
"29.05.2020 21:15 - 29.05.2020 21:30","n/e","n/e","n/e","n/e","n/e","92","1","Surplus","Final"
"29.05.2020 21:30 - 29.05.2020 21:45","n/e","n/e","n/e","n/e","n/e","83","5","Surplus","Final"
"29.05.2020 21:45 - 29.05.2020 22:00","n/e","n/e","n/e","n/e","n/e","107","10","Surplus","Final"
"29.05.2020 22:00 - 29.05.2020 22:15","n/e","n/e","n/e","n/e","n/e","84","-7","Surplus","Final"
"29.05.2020 22:15 - 29.05.2020 22:30","n/e","n/e","n/e","n/e","n/e","70","6","Surplus","Final"
"29.05.2020 22:30 - 29.05.2020 22:45","n/e","n/e","n/e","n/e","n/e","30","4","Surplus","Final"
"29.05.2020 22:45 - 29.05.2020 23:00","n/e","n/e","n/e","n/e","n/e","63","5","Surplus","Final"
"29.05.2020 23:00 - 29.05.2020 23:15","n/e","n/e","n/e","n/e","n/e","19","-5","Surplus","Final"
"29.05.2020 23:15 - 29.05.2020 23:30","n/e","n/e","n/e","n/e","n/e","30","7","Surplus","Final"
"29.05.2020 23:30 - 29.05.2020 23:45","n/e","n/e","n/e","n/e","n/e","33","9","Surplus","Final"
"29.05.2020 23:45 - 30.05.2020 00:00","n/e","n/e","n/e","n/e","n/e","63","13","Surplus","Final"
"30.05.2020 00:00 - 30.05.2020 00:15","n/e","n/e","n/e","n/e","n/e","14","-8","Surplus","Final"
"30.05.2020 00:15 - 30.05.2020 00:30","n/e","n/e","n/e","n/e","n/e","29","2","Surplus","Final"
"30.05.2020 00:30 - 30.05.2020 00:45","n/e","n/e","n/e","n/e","n/e","6","3","Deficit","Final"
"30.05.2020 00:45 - 30.05.2020 01:00","n/e","n/e","n/e","n/e","n/e","2","3","Deficit","Final"
"30.05.2020 01:00 - 30.05.2020 01:15","n/e","n/e","n/e","n/e","n/e","8","-7","Surplus","Final"
"30.05.2020 01:15 - 30.05.2020 01:30","n/e","n/e","n/e","n/e","n/e","3","-1","Deficit","Final"
"30.05.2020 01:30 - 30.05.2020 01:45","n/e","n/e","n/e","n/e","n/e","29","0","Deficit","Final"
"30.05.2020 01:45 - 30.05.2020 02:00","n/e","n/e","n/e","n/e","n/e","55","2","Deficit","Final"
"30.05.2020 02:00 - 30.05.2020 02:15","n/e","n/e","n/e","n/e","n/e","125","-6","Deficit","Final"
"30.05.2020 02:15 - 30.05.2020 02:30","n/e","n/e","n/e","n/e","n/e","100","-1","Deficit","Final"
"30.05.2020 02:30 - 30.05.2020 02:45","n/e","n/e","n/e","n/e","n/e","118","-1","Deficit","Final"
"30.05.2020 02:45 - 30.05.2020 03:00","n/e","n/e","n/e","n/e","n/e","128","3","Deficit","Final"
"30.05.2020 03:00 - 30.05.2020 03:15","n/e","n/e","n/e","n/e","n/e","125","-8","Deficit","Final"
"30.05.2020 03:15 - 30.05.2020 03:30","n/e","n/e","n/e","n/e","n/e","127","2","Deficit","Final"
"30.05.2020 03:30 - 30.05.2020 03:45","n/e","n/e","n/e","n/e","n/e","140","0","Deficit","Final"
"30.05.2020 03:45 - 30.05.2020 04:00","n/e","n/e","n/e","n/e","n/e","139","1","Deficit","Final"
"30.05.2020 04:00 - 30.05.2020 04:15","n/e","n/e","n/e","n/e","n/e","62","-1","Deficit","Final"
"30.05.2020 04:15 - 30.05.2020 04:30","n/e","n/e","n/e","n/e","n/e","76","-1","Deficit","Final"
"30.05.2020 04:30 - 30.05.2020 04:45","n/e","n/e","n/e","n/e","n/e","83","-2","Deficit","Final"
"30.05.2020 04:45 - 30.05.2020 05:00","n/e","n/e","n/e","n/e","n/e","79","2","Deficit","Final"
"30.05.2020 05:00 - 30.05.2020 05:15","n/e","n/e","n/e","n/e","n/e","64","-5","Deficit","Final"
"30.05.2020 05:15 - 30.05.2020 05:30","n/e","n/e","n/e","n/e","n/e","24","-4","Deficit","Final"
"30.05.2020 05:30 - 30.05.2020 05:45","n/e","n/e","n/e","n/e","n/e","14","2","Deficit","Final"
"30.05.2020 05:45 - 30.05.2020 06:00","n/e","n/e","n/e","n/e","n/e","17","4","Deficit","Final"
"30.05.2020 06:00 - 30.05.2020 06:15","n/e","n/e","n/e","n/e","n/e","19","-6","Deficit","Final"
"30.05.2020 06:15 - 30.05.2020 06:30","n/e","n/e","n/e","n/e","n/e","7","-2","Surplus","Final"
"30.05.2020 06:30 - 30.05.2020 06:45","n/e","n/e","n/e","n/e","n/e","3","-3","Surplus","Final"
"30.05.2020 06:45 - 30.05.2020 07:00","n/e","n/e","n/e","n/e","n/e","16","-2","Deficit","Final"
"30.05.2020 07:00 - 30.05.2020 07:15","n/e","n/e","n/e","n/e","n/e","19","-1","Surplus","Final"
"30.05.2020 07:15 - 30.05.2020 07:30","n/e","n/e","n/e","n/e","n/e","16","-4","Deficit","Final"
"30.05.2020 07:30 - 30.05.2020 07:45","n/e","n/e","n/e","n/e","n/e","23","-2","Deficit","Final"
"30.05.2020 07:45 - 30.05.2020 08:00","n/e","n/e","n/e","n/e","n/e","42","-1","Deficit","Final"
"30.05.2020 08:00 - 30.05.2020 08:15","n/e","n/e","n/e","n/e","n/e","96","3","Deficit","Final"
"30.05.2020 08:15 - 30.05.2020 08:30","n/e","n/e","n/e","n/e","n/e","105","-5","Deficit","Final"
"30.05.2020 08:30 - 30.05.2020 08:45","n/e","n/e","n/e","n/e","n/e","69","-3","Deficit","Final"
"30.05.2020 08:45 - 30.05.2020 09:00","n/e","n/e","n/e","n/e","n/e","40","-5","Deficit","Final"
"30.05.2020 09:00 - 30.05.2020 09:15","n/e","n/e","n/e","n/e","n/e","16","-3","Deficit","Final"
"30.05.2020 09:15 - 30.05.2020 09:30","n/e","n/e","n/e","n/e","n/e","7","-10","Deficit","Final"
"30.05.2020 09:30 - 30.05.2020 09:45","n/e","n/e","n/e","n/e","n/e","24","3","Deficit","Final"
"30.05.2020 09:45 - 30.05.2020 10:00","n/e","n/e","n/e","n/e","n/e","8","5","Deficit","Final"
"30.05.2020 10:00 - 30.05.2020 10:15","n/e","n/e","n/e","n/e","n/e","93","0","Deficit","Final"
"30.05.2020 10:15 - 30.05.2020 10:30","n/e","n/e","n/e","n/e","n/e","83","-4","Deficit","Final"
"30.05.2020 10:30 - 30.05.2020 10:45","n/e","n/e","n/e","n/e","n/e","116","12","Deficit","Final"
"30.05.2020 10:45 - 30.05.2020 11:00","n/e","n/e","n/e","n/e","n/e","193","-3","Deficit","Final"
"30.05.2020 11:00 - 30.05.2020 11:15","n/e","n/e","n/e","n/e","n/e","311","7","Deficit","Final"
"30.05.2020 11:15 - 30.05.2020 11:30","n/e","n/e","n/e","n/e","n/e","269","12","Deficit","Final"
"30.05.2020 11:30 - 30.05.2020 11:45","n/e","n/e","n/e","n/e","n/e","212","13","Deficit","Final"
"30.05.2020 11:45 - 30.05.2020 12:00","n/e","n/e","n/e","n/e","n/e","190","4","Deficit","Final"
"30.05.2020 12:00 - 30.05.2020 12:15","n/e","n/e","n/e","n/e","n/e","136","0","Deficit","Final"
"30.05.2020 12:15 - 30.05.2020 12:30","n/e","n/e","n/e","n/e","n/e","54","0","Deficit","Final"
"30.05.2020 12:30 - 30.05.2020 12:45","n/e","n/e","n/e","n/e","n/e","79","0","Surplus","Final"
"30.05.2020 12:45 - 30.05.2020 13:00","n/e","n/e","n/e","n/e","n/e","56","1","Surplus","Final"
"30.05.2020 13:00 - 30.05.2020 13:15","n/e","n/e","n/e","n/e","n/e","175","-3","Surplus","Final"
"30.05.2020 13:15 - 30.05.2020 13:30","n/e","n/e","n/e","n/e","n/e","119","4","Surplus","Final"
"30.05.2020 13:30 - 30.05.2020 13:45","n/e","n/e","n/e","n/e","n/e","118","0","Surplus","Final"
"30.05.2020 13:45 - 30.05.2020 14:00","n/e","n/e","n/e","n/e","n/e","142","-4","Surplus","Final"
"30.05.2020 14:00 - 30.05.2020 14:15","n/e","n/e","n/e","n/e","n/e","84","-12","Surplus","Final"
"30.05.2020 14:15 - 30.05.2020 14:30","n/e","n/e","n/e","n/e","n/e","126","0","Surplus","Final"
"30.05.2020 14:30 - 30.05.2020 14:45","n/e","n/e","n/e","n/e","n/e","96","3","Surplus","Final"
"30.05.2020 14:45 - 30.05.2020 15:00","n/e","n/e","n/e","n/e","n/e","118","-1","Surplus","Final"
"30.05.2020 15:00 - 30.05.2020 15:15","n/e","n/e","n/e","n/e","n/e","171","3","Surplus","Final"
"30.05.2020 15:15 - 30.05.2020 15:30","n/e","n/e","n/e","n/e","n/e","164","-3","Surplus","Final"
"30.05.2020 15:30 - 30.05.2020 15:45","n/e","n/e","n/e","n/e","n/e","139","0","Surplus","Final"
"30.05.2020 15:45 - 30.05.2020 16:00","n/e","n/e","n/e","n/e","n/e","91","-1","Surplus","Final"
"30.05.2020 16:00 - 30.05.2020 16:15","n/e","n/e","n/e","n/e","n/e","8","1","Deficit","Final"
"30.05.2020 16:15 - 30.05.2020 16:30","n/e","n/e","n/e","n/e","n/e","20","-2","Surplus","Final"
"30.05.2020 16:30 - 30.05.2020 16:45","n/e","n/e","n/e","n/e","n/e","17","-2","Surplus","Final"
"30.05.2020 16:45 - 30.05.2020 17:00","n/e","n/e","n/e","n/e","n/e","45","0","Surplus","Final"
"30.05.2020 17:00 - 30.05.2020 17:15","n/e","n/e","n/e","n/e","n/e","4","0","Surplus","Final"
"30.05.2020 17:15 - 30.05.2020 17:30","n/e","n/e","n/e","n/e","n/e","24","-4","Deficit","Final"
"30.05.2020 17:30 - 30.05.2020 17:45","n/e","n/e","n/e","n/e","n/e","76","1","Deficit","Final"
"30.05.2020 17:45 - 30.05.2020 18:00","n/e","n/e","n/e","n/e","n/e","96","-2","Deficit","Final"
"30.05.2020 18:00 - 30.05.2020 18:15","n/e","n/e","n/e","n/e","n/e","38","9","Deficit","Final"
"30.05.2020 18:15 - 30.05.2020 18:30","n/e","n/e","n/e","n/e","n/e","1","0","Surplus","Final"
"30.05.2020 18:30 - 30.05.2020 18:45","n/e","n/e","n/e","n/e","n/e","19","-7","Surplus","Final"
"30.05.2020 18:45 - 30.05.2020 19:00","n/e","n/e","n/e","n/e","n/e","29","-4","Surplus","Final"
"30.05.2020 19:00 - 30.05.2020 19:15","n/e","n/e","n/e","n/e","n/e","28","2","Deficit","Final"
"30.05.2020 19:15 - 30.05.2020 19:30","n/e","n/e","n/e","n/e","n/e","38","-9","Deficit","Final"
"30.05.2020 19:30 - 30.05.2020 19:45","n/e","n/e","n/e","n/e","n/e","101","-8","Deficit","Final"
"30.05.2020 19:45 - 30.05.2020 20:00","n/e","n/e","n/e","n/e","n/e","100","-3","Deficit","Final"
"30.05.2020 20:00 - 30.05.2020 20:15","n/e","n/e","n/e","n/e","n/e","150","2","Deficit","Final"
"30.05.2020 20:15 - 30.05.2020 20:30","n/e","n/e","n/e","n/e","n/e","175","-2","Deficit","Final"
"30.05.2020 20:30 - 30.05.2020 20:45","n/e","n/e","n/e","n/e","n/e","185","-2","Deficit","Final"
"30.05.2020 20:45 - 30.05.2020 21:00","n/e","n/e","n/e","n/e","n/e","155","-1","Deficit","Final"
"30.05.2020 21:00 - 30.05.2020 21:15","n/e","n/e","n/e","n/e","n/e","189","0","Deficit","Final"
"30.05.2020 21:15 - 30.05.2020 21:30","n/e","n/e","n/e","n/e","n/e","167","1","Deficit","Final"
"30.05.2020 21:30 - 30.05.2020 21:45","n/e","n/e","n/e","n/e","n/e","161","0","Deficit","Final"
"30.05.2020 21:45 - 30.05.2020 22:00","n/e","n/e","n/e","n/e","n/e","228","1","Deficit","Final"
"30.05.2020 22:00 - 30.05.2020 22:15","n/e","n/e","n/e","n/e","n/e","196","-2","Deficit","Final"
"30.05.2020 22:15 - 30.05.2020 22:30","n/e","n/e","n/e","n/e","n/e","180","2","Deficit","Final"
"30.05.2020 22:30 - 30.05.2020 22:45","n/e","n/e","n/e","n/e","n/e","148","5","Deficit","Final"
"30.05.2020 22:45 - 30.05.2020 23:00","n/e","n/e","n/e","n/e","n/e","121","8","Deficit","Final"
"30.05.2020 23:00 - 30.05.2020 23:15","n/e","n/e","n/e","n/e","n/e","9","-7","Surplus","Final"
"30.05.2020 23:15 - 30.05.2020 23:30","n/e","n/e","n/e","n/e","n/e","77","11","Surplus","Final"
"30.05.2020 23:30 - 30.05.2020 23:45","n/e","n/e","n/e","n/e","n/e","118","8","Surplus","Final"
"30.05.2020 23:45 - 31.05.2020 00:00","n/e","n/e","n/e","n/e","n/e","127","20","Surplus","Final"
"31.05.2020 00:00 - 31.05.2020 00:15","n/e","n/e","n/e","n/e","n/e","111","-5","Surplus","Final"
"31.05.2020 00:15 - 31.05.2020 00:30","n/e","n/e","n/e","n/e","n/e","139","0","Surplus","Final"
"31.05.2020 00:30 - 31.05.2020 00:45","n/e","n/e","n/e","n/e","n/e","141","8","Surplus","Final"
"31.05.2020 00:45 - 31.05.2020 01:00","n/e","n/e","n/e","n/e","n/e","93","9","Surplus","Final"
"31.05.2020 01:00 - 31.05.2020 01:15","n/e","n/e","n/e","n/e","n/e","39","-4","Surplus","Final"
"31.05.2020 01:15 - 31.05.2020 01:30","n/e","n/e","n/e","n/e","n/e","30","-2","Surplus","Final"
"31.05.2020 01:30 - 31.05.2020 01:45","n/e","n/e","n/e","n/e","n/e","5","2","Deficit","Final"
"31.05.2020 01:45 - 31.05.2020 02:00","n/e","n/e","n/e","n/e","n/e","5","6","Deficit","Final"
"31.05.2020 02:00 - 31.05.2020 02:15","n/e","n/e","n/e","n/e","n/e","14","-3","Deficit","Final"
"31.05.2020 02:15 - 31.05.2020 02:30","n/e","n/e","n/e","n/e","n/e","36","-1","Surplus","Final"
"31.05.2020 02:30 - 31.05.2020 02:45","n/e","n/e","n/e","n/e","n/e","76","0","Surplus","Final"
"31.05.2020 02:45 - 31.05.2020 03:00","n/e","n/e","n/e","n/e","n/e","85","1","Surplus","Final"
"31.05.2020 03:00 - 31.05.2020 03:15","n/e","n/e","n/e","n/e","n/e","105","1","Surplus","Final"
"31.05.2020 03:15 - 31.05.2020 03:30","n/e","n/e","n/e","n/e","n/e","80","2","Surplus","Final"
"31.05.2020 03:30 - 31.05.2020 03:45","n/e","n/e","n/e","n/e","n/e","35","-2","Surplus","Final"
"31.05.2020 03:45 - 31.05.2020 04:00","n/e","n/e","n/e","n/e","n/e","11","4","Surplus","Final"
"31.05.2020 04:00 - 31.05.2020 04:15","n/e","n/e","n/e","n/e","n/e","43","3","Deficit","Final"
"31.05.2020 04:15 - 31.05.2020 04:30","n/e","n/e","n/e","n/e","n/e","29","-1","Deficit","Final"
"31.05.2020 04:30 - 31.05.2020 04:45","n/e","n/e","n/e","n/e","n/e","68","0","Deficit","Final"
"31.05.2020 04:45 - 31.05.2020 05:00","n/e","n/e","n/e","n/e","n/e","95","1","Deficit","Final"
"31.05.2020 05:00 - 31.05.2020 05:15","n/e","n/e","n/e","n/e","n/e","51","-7","Deficit","Final"
"31.05.2020 05:15 - 31.05.2020 05:30","n/e","n/e","n/e","n/e","n/e","63","3","Deficit","Final"
"31.05.2020 05:30 - 31.05.2020 05:45","n/e","n/e","n/e","n/e","n/e","100","4","Deficit","Final"
"31.05.2020 05:45 - 31.05.2020 06:00","n/e","n/e","n/e","n/e","n/e","107","1","Deficit","Final"
"31.05.2020 06:00 - 31.05.2020 06:15","n/e","n/e","n/e","n/e","n/e","77","2","Deficit","Final"
"31.05.2020 06:15 - 31.05.2020 06:30","n/e","n/e","n/e","n/e","n/e","37","-2","Deficit","Final"
"31.05.2020 06:30 - 31.05.2020 06:45","n/e","n/e","n/e","n/e","n/e","27","4","Deficit","Final"
"31.05.2020 06:45 - 31.05.2020 07:00","n/e","n/e","n/e","n/e","n/e","35","0","Deficit","Final"
"31.05.2020 07:00 - 31.05.2020 07:15","n/e","n/e","n/e","n/e","n/e","16","2","Deficit","Final"
"31.05.2020 07:15 - 31.05.2020 07:30","n/e","n/e","n/e","n/e","n/e","90","5","Deficit","Final"
"31.05.2020 07:30 - 31.05.2020 07:45","n/e","n/e","n/e","n/e","n/e","122","1","Deficit","Final"
"31.05.2020 07:45 - 31.05.2020 08:00","n/e","n/e","n/e","n/e","n/e","119","1","Deficit","Final"
"31.05.2020 08:00 - 31.05.2020 08:15","n/e","n/e","n/e","n/e","n/e","86","1","Deficit","Final"
"31.05.2020 08:15 - 31.05.2020 08:30","n/e","n/e","n/e","n/e","n/e","60","3","Deficit","Final"
"31.05.2020 08:30 - 31.05.2020 08:45","n/e","n/e","n/e","n/e","n/e","48","3","Deficit","Final"
"31.05.2020 08:45 - 31.05.2020 09:00","n/e","n/e","n/e","n/e","n/e","33","1","Deficit","Final"
"31.05.2020 09:00 - 31.05.2020 09:15","n/e","n/e","n/e","n/e","n/e","24","4","Surplus","Final"
"31.05.2020 09:15 - 31.05.2020 09:30","n/e","n/e","n/e","n/e","n/e","108","3","Surplus","Final"
"31.05.2020 09:30 - 31.05.2020 09:45","n/e","n/e","n/e","n/e","n/e","224","6","Surplus","Final"
"31.05.2020 09:45 - 31.05.2020 10:00","n/e","n/e","n/e","n/e","n/e","213","8","Surplus","Final"
"31.05.2020 10:00 - 31.05.2020 10:15","n/e","n/e","n/e","n/e","n/e","165","2","Surplus","Final"
"31.05.2020 10:15 - 31.05.2020 10:30","n/e","n/e","n/e","n/e","n/e","151","2","Surplus","Final"
"31.05.2020 10:30 - 31.05.2020 10:45","n/e","n/e","n/e","n/e","n/e","146","12","Surplus","Final"
"31.05.2020 10:45 - 31.05.2020 11:00","n/e","n/e","n/e","n/e","n/e","95","8","Surplus","Final"
"31.05.2020 11:00 - 31.05.2020 11:15","n/e","n/e","n/e","n/e","n/e","76","15","Surplus","Final"
"31.05.2020 11:15 - 31.05.2020 11:30","n/e","n/e","n/e","n/e","n/e","94","23","Surplus","Final"
"31.05.2020 11:30 - 31.05.2020 11:45","n/e","n/e","n/e","n/e","n/e","101","23","Surplus","Final"
"31.05.2020 11:45 - 31.05.2020 12:00","n/e","n/e","n/e","n/e","n/e","59","17","Surplus","Final"
"31.05.2020 12:00 - 31.05.2020 12:15","n/e","n/e","n/e","n/e","n/e","23","4","Surplus","Final"
"31.05.2020 12:15 - 31.05.2020 12:30","n/e","n/e","n/e","n/e","n/e","118","2","Surplus","Final"
"31.05.2020 12:30 - 31.05.2020 12:45","n/e","n/e","n/e","n/e","n/e","140","2","Surplus","Final"
"31.05.2020 12:45 - 31.05.2020 13:00","n/e","n/e","n/e","n/e","n/e","125","16","Surplus","Final"
"31.05.2020 13:00 - 31.05.2020 13:15","n/e","n/e","n/e","n/e","n/e","165","-1","Surplus","Final"
"31.05.2020 13:15 - 31.05.2020 13:30","n/e","n/e","n/e","n/e","n/e","238","2","Surplus","Final"
"31.05.2020 13:30 - 31.05.2020 13:45","n/e","n/e","n/e","n/e","n/e","215","12","Surplus","Final"
"31.05.2020 13:45 - 31.05.2020 14:00","n/e","n/e","n/e","n/e","n/e","213","9","Surplus","Final"
"31.05.2020 14:00 - 31.05.2020 14:15","n/e","n/e","n/e","n/e","n/e","183","2","Surplus","Final"
"31.05.2020 14:15 - 31.05.2020 14:30","n/e","n/e","n/e","n/e","n/e","201","11","Surplus","Final"
"31.05.2020 14:30 - 31.05.2020 14:45","n/e","n/e","n/e","n/e","n/e","166","2","Surplus","Final"
"31.05.2020 14:45 - 31.05.2020 15:00","n/e","n/e","n/e","n/e","n/e","187","1","Surplus","Final"
"31.05.2020 15:00 - 31.05.2020 15:15","n/e","n/e","n/e","n/e","n/e","164","-10","Surplus","Final"
"31.05.2020 15:15 - 31.05.2020 15:30","n/e","n/e","n/e","n/e","n/e","165","2","Surplus","Final"
"31.05.2020 15:30 - 31.05.2020 15:45","n/e","n/e","n/e","n/e","n/e","101","2","Surplus","Final"
"31.05.2020 15:45 - 31.05.2020 16:00","n/e","n/e","n/e","n/e","n/e","54","5","Surplus","Final"
"31.05.2020 16:00 - 31.05.2020 16:15","n/e","n/e","n/e","n/e","n/e","76","4","Deficit","Final"
"31.05.2020 16:15 - 31.05.2020 16:30","n/e","n/e","n/e","n/e","n/e","21","4","Deficit","Final"
"31.05.2020 16:30 - 31.05.2020 16:45","n/e","n/e","n/e","n/e","n/e","30","1","Deficit","Final"
"31.05.2020 16:45 - 31.05.2020 17:00","n/e","n/e","n/e","n/e","n/e","25","3","Surplus","Final"
"31.05.2020 17:00 - 31.05.2020 17:15","n/e","n/e","n/e","n/e","n/e","48","2","Surplus","Final"
"31.05.2020 17:15 - 31.05.2020 17:30","n/e","n/e","n/e","n/e","n/e","90","1","Surplus","Final"
"31.05.2020 17:30 - 31.05.2020 17:45","n/e","n/e","n/e","n/e","n/e","60","0","Surplus","Final"
"31.05.2020 17:45 - 31.05.2020 18:00","n/e","n/e","n/e","n/e","n/e","120","4","Surplus","Final"
"31.05.2020 18:00 - 31.05.2020 18:15","n/e","n/e","n/e","n/e","n/e","29","6","Surplus","Final"
"31.05.2020 18:15 - 31.05.2020 18:30","n/e","n/e","n/e","n/e","n/e","5","-4","Surplus","Final"
"31.05.2020 18:30 - 31.05.2020 18:45","n/e","n/e","n/e","n/e","n/e","16","-3","Deficit","Final"
"31.05.2020 18:45 - 31.05.2020 19:00","n/e","n/e","n/e","n/e","n/e","30","-2","Surplus","Final"
"31.05.2020 19:00 - 31.05.2020 19:15","n/e","n/e","n/e","n/e","n/e","68","14","Deficit","Final"
"31.05.2020 19:15 - 31.05.2020 19:30","n/e","n/e","n/e","n/e","n/e","95","1","Deficit","Final"
"31.05.2020 19:30 - 31.05.2020 19:45","n/e","n/e","n/e","n/e","n/e","128","-3","Deficit","Final"
"31.05.2020 19:45 - 31.05.2020 20:00","n/e","n/e","n/e","n/e","n/e","164","-2","Deficit","Final"
"31.05.2020 20:00 - 31.05.2020 20:15","n/e","n/e","n/e","n/e","n/e","193","11","Deficit","Final"
"31.05.2020 20:15 - 31.05.2020 20:30","n/e","n/e","n/e","n/e","n/e","269","2","Deficit","Final"
"31.05.2020 20:30 - 31.05.2020 20:45","n/e","n/e","n/e","n/e","n/e","277","-3","Deficit","Final"
"31.05.2020 20:45 - 31.05.2020 21:00","n/e","n/e","n/e","n/e","n/e","269","3","Deficit","Final"
"31.05.2020 21:00 - 31.05.2020 21:15","n/e","n/e","n/e","n/e","n/e","232","-2","Deficit","Final"
"31.05.2020 21:15 - 31.05.2020 21:30","n/e","n/e","n/e","n/e","n/e","210","-2","Deficit","Final"
"31.05.2020 21:30 - 31.05.2020 21:45","n/e","n/e","n/e","n/e","n/e","196","-1","Deficit","Final"
"31.05.2020 21:45 - 31.05.2020 22:00","n/e","n/e","n/e","n/e","n/e","126","3","Deficit","Final"
"31.05.2020 22:00 - 31.05.2020 22:15","n/e","n/e","n/e","n/e","n/e","49","-2","Deficit","Final"
"31.05.2020 22:15 - 31.05.2020 22:30","n/e","n/e","n/e","n/e","n/e","18","1","Deficit","Final"
"31.05.2020 22:30 - 31.05.2020 22:45","n/e","n/e","n/e","n/e","n/e","43","-4","Surplus","Final"
"31.05.2020 22:45 - 31.05.2020 23:00","n/e","n/e","n/e","n/e","n/e","103","4","Surplus","Final"
"31.05.2020 23:00 - 31.05.2020 23:15","n/e","n/e","n/e","n/e","n/e","173","-6","Surplus","Final"
"31.05.2020 23:15 - 31.05.2020 23:30","n/e","n/e","n/e","n/e","n/e","142","-1","Surplus","Final"
"31.05.2020 23:30 - 31.05.2020 23:45","n/e","n/e","n/e","n/e","n/e","166","-4","Surplus","Final"
"31.05.2020 23:45 - 01.06.2020 00:00","n/e","n/e","n/e","n/e","n/e","146","10","Surplus","Final"
"01.06.2020 00:00 - 01.06.2020 00:15","n/e","n/e","n/e","n/e","n/e","40","-18","Surplus","Final"
"01.06.2020 00:15 - 01.06.2020 00:30","n/e","n/e","n/e","n/e","n/e","21","2","Surplus","Final"
"01.06.2020 00:30 - 01.06.2020 00:45","n/e","n/e","n/e","n/e","n/e","31","7","Surplus","Final"
"01.06.2020 00:45 - 01.06.2020 01:00","n/e","n/e","n/e","n/e","n/e","27","10","Surplus","Final"
"01.06.2020 01:00 - 01.06.2020 01:15","n/e","n/e","n/e","n/e","n/e","12","-8","Surplus","Final"
"01.06.2020 01:15 - 01.06.2020 01:30","n/e","n/e","n/e","n/e","n/e","10","6","Surplus","Final"
"01.06.2020 01:30 - 01.06.2020 01:45","n/e","n/e","n/e","n/e","n/e","15","7","Deficit","Final"
"01.06.2020 01:45 - 01.06.2020 02:00","n/e","n/e","n/e","n/e","n/e","30","6","Deficit","Final"
"01.06.2020 02:00 - 01.06.2020 02:15","n/e","n/e","n/e","n/e","n/e","87","-4","Surplus","Final"
"01.06.2020 02:15 - 01.06.2020 02:30","n/e","n/e","n/e","n/e","n/e","68","3","Surplus","Final"
"01.06.2020 02:30 - 01.06.2020 02:45","n/e","n/e","n/e","n/e","n/e","96","5","Surplus","Final"
"01.06.2020 02:45 - 01.06.2020 03:00","n/e","n/e","n/e","n/e","n/e","88","3","Surplus","Final"
"01.06.2020 03:00 - 01.06.2020 03:15","n/e","n/e","n/e","n/e","n/e","158","-3","Surplus","Final"
"01.06.2020 03:15 - 01.06.2020 03:30","n/e","n/e","n/e","n/e","n/e","124","3","Surplus","Final"
"01.06.2020 03:30 - 01.06.2020 03:45","n/e","n/e","n/e","n/e","n/e","33","1","Surplus","Final"
"01.06.2020 03:45 - 01.06.2020 04:00","n/e","n/e","n/e","n/e","n/e","46","0","Deficit","Final"
"01.06.2020 04:00 - 01.06.2020 04:15","n/e","n/e","n/e","n/e","n/e","115","-10","Deficit","Final"
"01.06.2020 04:15 - 01.06.2020 04:30","n/e","n/e","n/e","n/e","n/e","164","1","Deficit","Final"
"01.06.2020 04:30 - 01.06.2020 04:45","n/e","n/e","n/e","n/e","n/e","202","3","Deficit","Final"
"01.06.2020 04:45 - 01.06.2020 05:00","n/e","n/e","n/e","n/e","n/e","195","2","Deficit","Final"
"01.06.2020 05:00 - 01.06.2020 05:15","n/e","n/e","n/e","n/e","n/e","120","4","Deficit","Final"
"01.06.2020 05:15 - 01.06.2020 05:30","n/e","n/e","n/e","n/e","n/e","152","5","Deficit","Final"
"01.06.2020 05:30 - 01.06.2020 05:45","n/e","n/e","n/e","n/e","n/e","176","11","Deficit","Final"
"01.06.2020 05:45 - 01.06.2020 06:00","n/e","n/e","n/e","n/e","n/e","179","3","Deficit","Final"
"01.06.2020 06:00 - 01.06.2020 06:15","n/e","n/e","n/e","n/e","n/e","141","-1","Deficit","Final"
"01.06.2020 06:15 - 01.06.2020 06:30","n/e","n/e","n/e","n/e","n/e","59","0","Deficit","Final"
"01.06.2020 06:30 - 01.06.2020 06:45","n/e","n/e","n/e","n/e","n/e","11","0","Deficit","Final"
"01.06.2020 06:45 - 01.06.2020 07:00","n/e","n/e","n/e","n/e","n/e","60","3","Deficit","Final"
"01.06.2020 07:00 - 01.06.2020 07:15","n/e","n/e","n/e","n/e","n/e","6","-1","Surplus","Final"
