"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Generation / - Imbalance price [Currency/MWh] - SCA|DE(TenneT GER)","Price for consumption [Currency/MWh] - SCA|DE(TenneT GER)","Currency","Status","Total Imbalance [MWh] - SCA|DE(TenneT GER)","Difference","Situation","Status"
"26.06.2022 12:15 - 26.06.2022 12:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 12:30 - 26.06.2022 12:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 12:45 - 26.06.2022 13:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 13:00 - 26.06.2022 13:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 13:15 - 26.06.2022 13:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 13:30 - 26.06.2022 13:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 13:45 - 26.06.2022 14:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 14:00 - 26.06.2022 14:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 14:15 - 26.06.2022 14:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 14:30 - 26.06.2022 14:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 14:45 - 26.06.2022 15:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 15:00 - 26.06.2022 15:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 15:15 - 26.06.2022 15:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 15:30 - 26.06.2022 15:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 15:45 - 26.06.2022 16:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 16:00 - 26.06.2022 16:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 16:15 - 26.06.2022 16:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 16:30 - 26.06.2022 16:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 16:45 - 26.06.2022 17:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 17:00 - 26.06.2022 17:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 17:15 - 26.06.2022 17:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 17:30 - 26.06.2022 17:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 17:45 - 26.06.2022 18:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 18:00 - 26.06.2022 18:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 18:15 - 26.06.2022 18:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 18:30 - 26.06.2022 18:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 18:45 - 26.06.2022 19:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 19:00 - 26.06.2022 19:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 19:15 - 26.06.2022 19:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 19:30 - 26.06.2022 19:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 19:45 - 26.06.2022 20:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 20:00 - 26.06.2022 20:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 20:15 - 26.06.2022 20:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 20:30 - 26.06.2022 20:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 20:45 - 26.06.2022 21:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 21:00 - 26.06.2022 21:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 21:15 - 26.06.2022 21:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 21:30 - 26.06.2022 21:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 21:45 - 26.06.2022 22:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 22:00 - 26.06.2022 22:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 22:15 - 26.06.2022 22:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 22:30 - 26.06.2022 22:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 22:45 - 26.06.2022 23:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 23:00 - 26.06.2022 23:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 23:15 - 26.06.2022 23:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 23:30 - 26.06.2022 23:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"26.06.2022 23:45 - 27.06.2022 00:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 00:00 - 27.06.2022 00:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 00:15 - 27.06.2022 00:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 00:30 - 27.06.2022 00:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 00:45 - 27.06.2022 01:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 01:00 - 27.06.2022 01:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 01:15 - 27.06.2022 01:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 01:30 - 27.06.2022 01:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 01:45 - 27.06.2022 02:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 02:00 - 27.06.2022 02:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 02:15 - 27.06.2022 02:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 02:30 - 27.06.2022 02:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 02:45 - 27.06.2022 03:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 03:00 - 27.06.2022 03:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 03:15 - 27.06.2022 03:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 03:30 - 27.06.2022 03:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 03:45 - 27.06.2022 04:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 04:00 - 27.06.2022 04:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 04:15 - 27.06.2022 04:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 04:30 - 27.06.2022 04:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 04:45 - 27.06.2022 05:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 05:00 - 27.06.2022 05:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 05:15 - 27.06.2022 05:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 05:30 - 27.06.2022 05:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 05:45 - 27.06.2022 06:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 06:00 - 27.06.2022 06:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 06:15 - 27.06.2022 06:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 06:30 - 27.06.2022 06:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 06:45 - 27.06.2022 07:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 07:00 - 27.06.2022 07:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 07:15 - 27.06.2022 07:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 07:30 - 27.06.2022 07:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 07:45 - 27.06.2022 08:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 08:00 - 27.06.2022 08:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 08:15 - 27.06.2022 08:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 08:30 - 27.06.2022 08:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 08:45 - 27.06.2022 09:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 09:00 - 27.06.2022 09:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 09:15 - 27.06.2022 09:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 09:30 - 27.06.2022 09:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 09:45 - 27.06.2022 10:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 10:00 - 27.06.2022 10:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 10:15 - 27.06.2022 10:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 10:30 - 27.06.2022 10:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 10:45 - 27.06.2022 11:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 11:00 - 27.06.2022 11:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 11:15 - 27.06.2022 11:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 11:30 - 27.06.2022 11:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 11:45 - 27.06.2022 12:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 12:00 - 27.06.2022 12:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 12:15 - 27.06.2022 12:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 12:30 - 27.06.2022 12:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 12:45 - 27.06.2022 13:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 13:00 - 27.06.2022 13:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 13:15 - 27.06.2022 13:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 13:30 - 27.06.2022 13:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 13:45 - 27.06.2022 14:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 14:00 - 27.06.2022 14:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 14:15 - 27.06.2022 14:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 14:30 - 27.06.2022 14:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 14:45 - 27.06.2022 15:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 15:00 - 27.06.2022 15:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 15:15 - 27.06.2022 15:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 15:30 - 27.06.2022 15:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 15:45 - 27.06.2022 16:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 16:00 - 27.06.2022 16:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 16:15 - 27.06.2022 16:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 16:30 - 27.06.2022 16:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 16:45 - 27.06.2022 17:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 17:00 - 27.06.2022 17:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 17:15 - 27.06.2022 17:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 17:30 - 27.06.2022 17:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 17:45 - 27.06.2022 18:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 18:00 - 27.06.2022 18:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 18:15 - 27.06.2022 18:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 18:30 - 27.06.2022 18:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 18:45 - 27.06.2022 19:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 19:00 - 27.06.2022 19:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 19:15 - 27.06.2022 19:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 19:30 - 27.06.2022 19:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 19:45 - 27.06.2022 20:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 20:00 - 27.06.2022 20:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 20:15 - 27.06.2022 20:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 20:30 - 27.06.2022 20:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 20:45 - 27.06.2022 21:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 21:00 - 27.06.2022 21:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 21:15 - 27.06.2022 21:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 21:30 - 27.06.2022 21:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 21:45 - 27.06.2022 22:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 22:00 - 27.06.2022 22:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 22:15 - 27.06.2022 22:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 22:30 - 27.06.2022 22:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 22:45 - 27.06.2022 23:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 23:00 - 27.06.2022 23:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 23:15 - 27.06.2022 23:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 23:30 - 27.06.2022 23:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"27.06.2022 23:45 - 28.06.2022 00:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 00:00 - 28.06.2022 00:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 00:15 - 28.06.2022 00:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 00:30 - 28.06.2022 00:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 00:45 - 28.06.2022 01:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 01:00 - 28.06.2022 01:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 01:15 - 28.06.2022 01:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 01:30 - 28.06.2022 01:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 01:45 - 28.06.2022 02:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 02:00 - 28.06.2022 02:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 02:15 - 28.06.2022 02:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 02:30 - 28.06.2022 02:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 02:45 - 28.06.2022 03:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 03:00 - 28.06.2022 03:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 03:15 - 28.06.2022 03:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 03:30 - 28.06.2022 03:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 03:45 - 28.06.2022 04:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 04:00 - 28.06.2022 04:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 04:15 - 28.06.2022 04:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 04:30 - 28.06.2022 04:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 04:45 - 28.06.2022 05:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 05:00 - 28.06.2022 05:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 05:15 - 28.06.2022 05:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 05:30 - 28.06.2022 05:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 05:45 - 28.06.2022 06:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 06:00 - 28.06.2022 06:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 06:15 - 28.06.2022 06:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 06:30 - 28.06.2022 06:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 06:45 - 28.06.2022 07:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 07:00 - 28.06.2022 07:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 07:15 - 28.06.2022 07:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 07:30 - 28.06.2022 07:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 07:45 - 28.06.2022 08:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 08:00 - 28.06.2022 08:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 08:15 - 28.06.2022 08:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 08:30 - 28.06.2022 08:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 08:45 - 28.06.2022 09:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 09:00 - 28.06.2022 09:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 09:15 - 28.06.2022 09:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 09:30 - 28.06.2022 09:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 09:45 - 28.06.2022 10:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 10:00 - 28.06.2022 10:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 10:15 - 28.06.2022 10:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 10:30 - 28.06.2022 10:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 10:45 - 28.06.2022 11:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 11:00 - 28.06.2022 11:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 11:15 - 28.06.2022 11:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 11:30 - 28.06.2022 11:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 11:45 - 28.06.2022 12:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 12:00 - 28.06.2022 12:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 12:15 - 28.06.2022 12:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 12:30 - 28.06.2022 12:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 12:45 - 28.06.2022 13:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 13:00 - 28.06.2022 13:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 13:15 - 28.06.2022 13:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 13:30 - 28.06.2022 13:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 13:45 - 28.06.2022 14:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 14:00 - 28.06.2022 14:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 14:15 - 28.06.2022 14:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 14:30 - 28.06.2022 14:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 14:45 - 28.06.2022 15:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 15:00 - 28.06.2022 15:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 15:15 - 28.06.2022 15:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 15:30 - 28.06.2022 15:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 15:45 - 28.06.2022 16:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 16:00 - 28.06.2022 16:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 16:15 - 28.06.2022 16:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 16:30 - 28.06.2022 16:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 16:45 - 28.06.2022 17:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 17:00 - 28.06.2022 17:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 17:15 - 28.06.2022 17:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 17:30 - 28.06.2022 17:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 17:45 - 28.06.2022 18:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 18:00 - 28.06.2022 18:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 18:15 - 28.06.2022 18:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 18:30 - 28.06.2022 18:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 18:45 - 28.06.2022 19:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 19:00 - 28.06.2022 19:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 19:15 - 28.06.2022 19:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 19:30 - 28.06.2022 19:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 19:45 - 28.06.2022 20:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 20:00 - 28.06.2022 20:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 20:15 - 28.06.2022 20:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 20:30 - 28.06.2022 20:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 20:45 - 28.06.2022 21:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 21:00 - 28.06.2022 21:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 21:15 - 28.06.2022 21:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 21:30 - 28.06.2022 21:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 21:45 - 28.06.2022 22:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 22:00 - 28.06.2022 22:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 22:15 - 28.06.2022 22:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 22:30 - 28.06.2022 22:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 22:45 - 28.06.2022 23:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 23:00 - 28.06.2022 23:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 23:15 - 28.06.2022 23:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 23:30 - 28.06.2022 23:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"28.06.2022 23:45 - 29.06.2022 00:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 00:00 - 29.06.2022 00:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 00:15 - 29.06.2022 00:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 00:30 - 29.06.2022 00:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 00:45 - 29.06.2022 01:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 01:00 - 29.06.2022 01:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 01:15 - 29.06.2022 01:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 01:30 - 29.06.2022 01:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 01:45 - 29.06.2022 02:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 02:00 - 29.06.2022 02:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 02:15 - 29.06.2022 02:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 02:30 - 29.06.2022 02:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 02:45 - 29.06.2022 03:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 03:00 - 29.06.2022 03:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 03:15 - 29.06.2022 03:30","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 03:30 - 29.06.2022 03:45","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 03:45 - 29.06.2022 04:00","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
"29.06.2022 04:00 - 29.06.2022 04:15","n/e","n/e","n/e","n/e","n/e","-","-","-","-"
