"ISP (UTC)","Reserve Type","Source","Type of Product","Price Type","Load Up Price [EUR/MWh] - SCA|NL","Load Down Price [EUR/MWh] - SCA|NL","Generation Up Price [EUR/MWh] - SCA|NL","Generation Down Price [EUR/MWh] - SCA|NL","Not specified Up Price [EUR/MWh] - SCA|NL","Not specified Down Price [EUR/MWh] - SCA|NL"
"05.11.2021 12:00 - 05.11.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","322.02","0.00"
"05.11.2021 12:15 - 05.11.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","173.36","0.00"
"05.11.2021 12:30 - 05.11.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","399.42","0.00"
"05.11.2021 12:45 - 05.11.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","206.44","0.00"
"05.11.2021 13:00 - 05.11.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"05.11.2021 13:15 - 05.11.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","458.61","0.00"
"05.11.2021 13:30 - 05.11.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","194.00","0.00"
"05.11.2021 13:45 - 05.11.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","164.00","0.00"
"05.11.2021 14:00 - 05.11.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","541.20","0.00"
"05.11.2021 14:15 - 05.11.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","541.20","0.00"
"05.11.2021 14:30 - 05.11.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","146.01"
"05.11.2021 14:45 - 05.11.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","161.20","0.00"
"05.11.2021 15:00 - 05.11.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","138.72"
"05.11.2021 15:15 - 05.11.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","139.93"
"05.11.2021 15:30 - 05.11.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","140.06"
"05.11.2021 15:45 - 05.11.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"05.11.2021 16:00 - 05.11.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","190.72","0.00"
"05.11.2021 16:15 - 05.11.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"05.11.2021 16:30 - 05.11.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","171.51","0.00"
"05.11.2021 16:45 - 05.11.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","146.01"
"05.11.2021 17:00 - 05.11.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","164.68","141.01"
"05.11.2021 17:15 - 05.11.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","137.37"
"05.11.2021 17:30 - 05.11.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","126.47"
"05.11.2021 17:45 - 05.11.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","112.98"
"05.11.2021 18:00 - 05.11.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","228.26","132.72"
"05.11.2021 18:15 - 05.11.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","140.72"
"05.11.2021 18:30 - 05.11.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","150.55","0.00"
"05.11.2021 18:45 - 05.11.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","144.26"
"05.11.2021 19:00 - 05.11.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","129.16"
"05.11.2021 19:15 - 05.11.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","129.16"
"05.11.2021 19:30 - 05.11.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","154.75","138.72"
"05.11.2021 19:45 - 05.11.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","204.29","0.00"
"05.11.2021 20:00 - 05.11.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","149.64","132.21"
"05.11.2021 20:15 - 05.11.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","138.72"
"05.11.2021 20:30 - 05.11.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","138.72"
"05.11.2021 20:45 - 05.11.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","132.72"
"05.11.2021 21:00 - 05.11.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","138.72"
"05.11.2021 21:15 - 05.11.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","142.45"
"05.11.2021 21:30 - 05.11.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","138.72"
"05.11.2021 21:45 - 05.11.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","135.72"
"05.11.2021 22:00 - 05.11.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"05.11.2021 22:15 - 05.11.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","129.16"
"05.11.2021 22:30 - 05.11.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","132.72"
"05.11.2021 22:45 - 05.11.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","109.48"
"05.11.2021 23:00 - 05.11.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","123.91"
"05.11.2021 23:15 - 05.11.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","112.18"
"05.11.2021 23:30 - 05.11.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","139.32"
"05.11.2021 23:45 - 06.11.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","75.00"
"06.11.2021 00:00 - 06.11.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","132.28","97.56"
"06.11.2021 00:15 - 06.11.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","131.53","0.00"
"06.11.2021 00:30 - 06.11.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","76.38"
"06.11.2021 00:45 - 06.11.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","74.76"
"06.11.2021 01:00 - 06.11.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","111.20"
"06.11.2021 01:15 - 06.11.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","64.00"
"06.11.2021 01:30 - 06.11.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","136.20"
"06.11.2021 01:45 - 06.11.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","72.79"
"06.11.2021 02:00 - 06.11.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","169.86","127.80"
"06.11.2021 02:15 - 06.11.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","146.60","0.00"
"06.11.2021 02:30 - 06.11.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.11.2021 02:45 - 06.11.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","73.00"
"06.11.2021 03:00 - 06.11.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","144.35","131.32"
"06.11.2021 03:15 - 06.11.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.11.2021 03:30 - 06.11.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","139.32"
"06.11.2021 03:45 - 06.11.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","117.61"
"06.11.2021 04:00 - 06.11.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","67.00"
"06.11.2021 04:15 - 06.11.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","67.00"
"06.11.2021 04:30 - 06.11.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","135.00"
"06.11.2021 04:45 - 06.11.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","135.00"
"06.11.2021 05:00 - 06.11.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-58.03"
"06.11.2021 05:15 - 06.11.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-19.25"
"06.11.2021 05:30 - 06.11.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","136.22"
"06.11.2021 05:45 - 06.11.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","138.22"
"06.11.2021 06:00 - 06.11.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.15"
"06.11.2021 06:15 - 06.11.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.11.2021 06:30 - 06.11.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","104.03"
"06.11.2021 06:45 - 06.11.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","138.22"
"06.11.2021 07:00 - 06.11.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-51.90"
"06.11.2021 07:15 - 06.11.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","130.22"
"06.11.2021 07:30 - 06.11.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"06.11.2021 07:45 - 06.11.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","190.10","0.00"
"06.11.2021 08:00 - 06.11.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","70.00"
"06.11.2021 08:15 - 06.11.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","184.98","0.00"
"06.11.2021 08:30 - 06.11.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","142.22","0.00"
"06.11.2021 08:45 - 06.11.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","195.60","0.00"
"06.11.2021 09:00 - 06.11.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","529.90","0.00"
"06.11.2021 09:15 - 06.11.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","70.00"
"06.11.2021 09:30 - 06.11.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","100.57"
"06.11.2021 09:45 - 06.11.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","64.00"
"06.11.2021 10:00 - 06.11.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","528.00","108.22"
"06.11.2021 10:15 - 06.11.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","176.62","125.22"
"06.11.2021 10:30 - 06.11.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","86.00"
"06.11.2021 10:45 - 06.11.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","98.23"
"06.11.2021 11:00 - 06.11.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","64.00"
"06.11.2021 11:15 - 06.11.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","166.95","67.00"
"06.11.2021 11:30 - 06.11.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.15"
"06.11.2021 11:45 - 06.11.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","130.22"
"06.11.2021 12:00 - 06.11.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.15"
"06.11.2021 12:15 - 06.11.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","104.74"
"06.11.2021 12:30 - 06.11.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","130.22"
"06.11.2021 12:45 - 06.11.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","105.01"
"06.11.2021 13:00 - 06.11.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","170.23","67.00"
"06.11.2021 13:15 - 06.11.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","459.47","0.00"
"06.11.2021 13:30 - 06.11.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","136.22"
"06.11.2021 13:45 - 06.11.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","508.00","0.00"
"06.11.2021 14:00 - 06.11.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","457.71","0.00"
"06.11.2021 14:15 - 06.11.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","169.08","0.00"
"06.11.2021 14:30 - 06.11.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","492.50","0.00"
"06.11.2021 14:45 - 06.11.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","492.50","0.00"
"06.11.2021 15:00 - 06.11.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","105.67"
"06.11.2021 15:15 - 06.11.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","145.22","0.00"
"06.11.2021 15:30 - 06.11.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","158.22","0.00"
"06.11.2021 15:45 - 06.11.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","457.32","0.00"
"06.11.2021 16:00 - 06.11.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-52.00"
"06.11.2021 16:15 - 06.11.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","101.25"
"06.11.2021 16:30 - 06.11.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","136.22"
"06.11.2021 16:45 - 06.11.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","118.22"
"06.11.2021 17:00 - 06.11.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","108.22"
"06.11.2021 17:15 - 06.11.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.15"
"06.11.2021 17:30 - 06.11.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.25"
"06.11.2021 17:45 - 06.11.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-3.15"
"06.11.2021 18:00 - 06.11.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","581.30","0.00"
"06.11.2021 18:15 - 06.11.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","581.30","-3.15"
"06.11.2021 18:30 - 06.11.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-51.90"
"06.11.2021 18:45 - 06.11.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","191.30","64.00"
"06.11.2021 19:00 - 06.11.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","513.98","-6.02"
"06.11.2021 19:15 - 06.11.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","148.22","0.00"
"06.11.2021 19:30 - 06.11.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","98.00"
"06.11.2021 19:45 - 06.11.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","145.22","70.00"
"06.11.2021 20:00 - 06.11.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","44.48"
"06.11.2021 20:15 - 06.11.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","138.28","70.00"
"06.11.2021 20:30 - 06.11.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","139.23","64.00"
"06.11.2021 20:45 - 06.11.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-4.95"
"06.11.2021 21:00 - 06.11.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","455.79","0.00"
"06.11.2021 21:15 - 06.11.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","151.78","0.00"
"06.11.2021 21:30 - 06.11.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","89.90"
"06.11.2021 21:45 - 06.11.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","72.00"
"06.11.2021 22:00 - 06.11.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","148.63","-183.25"
"06.11.2021 22:15 - 06.11.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","178.22","95.20"
"06.11.2021 22:30 - 06.11.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-24.71"
"06.11.2021 22:45 - 06.11.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-6.40"
"06.11.2021 23:00 - 06.11.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","137.66","-46.06"
"06.11.2021 23:15 - 06.11.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","139.27","0.00"
"06.11.2021 23:30 - 06.11.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","72.00"
"06.11.2021 23:45 - 07.11.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-10.56"
"07.11.2021 00:00 - 07.11.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","163.87","75.00"
"07.11.2021 00:15 - 07.11.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","137.67","0.00"
"07.11.2021 00:30 - 07.11.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","136.15","-10.72"
"07.11.2021 00:45 - 07.11.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-13.43"
"07.11.2021 01:00 - 07.11.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","137.65","-18.15"
"07.11.2021 01:15 - 07.11.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 01:30 - 07.11.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-13.15"
"07.11.2021 01:45 - 07.11.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-48.15"
"07.11.2021 02:00 - 07.11.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-48.15"
"07.11.2021 02:15 - 07.11.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-18.15"
"07.11.2021 02:30 - 07.11.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","84.00","-18.15"
"07.11.2021 02:45 - 07.11.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-8.46"
"07.11.2021 03:00 - 07.11.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-13.15"
"07.11.2021 03:15 - 07.11.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-8.46"
"07.11.2021 03:30 - 07.11.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-18.15"
"07.11.2021 03:45 - 07.11.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","88.00","-78.25"
"07.11.2021 04:00 - 07.11.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","133.54","-186.90"
"07.11.2021 04:15 - 07.11.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","82.00","0.00"
"07.11.2021 04:30 - 07.11.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-10.68"
"07.11.2021 04:45 - 07.11.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-13.15"
"07.11.2021 05:00 - 07.11.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-26.41"
"07.11.2021 05:15 - 07.11.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-254.40"
"07.11.2021 05:30 - 07.11.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 05:45 - 07.11.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","68.00"
"07.11.2021 06:00 - 07.11.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-291.90"
"07.11.2021 06:15 - 07.11.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-107.95"
"07.11.2021 06:30 - 07.11.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-15.17"
"07.11.2021 06:45 - 07.11.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-8.46"
"07.11.2021 07:00 - 07.11.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","149.06","0.00"
"07.11.2021 07:15 - 07.11.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 07:30 - 07.11.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 07:45 - 07.11.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","68.00"
"07.11.2021 08:00 - 07.11.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","68.00"
"07.11.2021 08:15 - 07.11.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 08:30 - 07.11.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 08:45 - 07.11.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","50.00"
"07.11.2021 09:00 - 07.11.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 09:15 - 07.11.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-21.66"
"07.11.2021 09:30 - 07.11.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-90.06"
"07.11.2021 09:45 - 07.11.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-15.96"
"07.11.2021 10:00 - 07.11.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","143.06","0.00"
"07.11.2021 10:15 - 07.11.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","72.00"
"07.11.2021 10:30 - 07.11.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","149.06","75.00"
"07.11.2021 10:45 - 07.11.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","155.12","0.00"
"07.11.2021 11:00 - 07.11.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","149.06","0.00"
"07.11.2021 11:15 - 07.11.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 11:30 - 07.11.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"07.11.2021 11:45 - 07.11.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","143.06","0.00"
"07.11.2021 12:00 - 07.11.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","199.12","0.00"
"07.11.2021 12:15 - 07.11.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","155.48","0.00"
"07.11.2021 12:30 - 07.11.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","152.12","50.00"
"07.11.2021 12:45 - 07.11.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","151.98","0.00"
"07.11.2021 13:00 - 07.11.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","167.65","0.00"
"07.11.2021 13:15 - 07.11.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","156.80","0.00"
"07.11.2021 13:30 - 07.11.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","317.53","0.00"
"07.11.2021 13:45 - 07.11.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","277.06","0.00"
"07.11.2021 14:00 - 07.11.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","143.06","-3.99"
"07.11.2021 14:15 - 07.11.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","161.57","0.00"
"07.11.2021 14:30 - 07.11.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","317.54","0.00"
"07.11.2021 14:45 - 07.11.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","317.54","0.00"
"07.11.2021 15:00 - 07.11.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-52.00"
"07.11.2021 15:15 - 07.11.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","164.12","0.00"
"07.11.2021 15:30 - 07.11.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","317.54","0.00"
"07.11.2021 15:45 - 07.11.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","317.54","0.00"
"07.11.2021 16:00 - 07.11.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-52.00"
"07.11.2021 16:15 - 07.11.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","180.05","139.06"
"07.11.2021 16:30 - 07.11.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","469.16","0.00"
"07.11.2021 16:45 - 07.11.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","538.58","0.00"
"07.11.2021 17:00 - 07.11.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","55.00"
"07.11.2021 17:15 - 07.11.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","516.18","0.00"
"07.11.2021 17:30 - 07.11.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","156.18","0.00"
"07.11.2021 17:45 - 07.11.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","516.18","0.00"
"07.11.2021 18:00 - 07.11.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","545.00","0.00"
"07.11.2021 18:15 - 07.11.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","295.00","0.00"
"07.11.2021 18:30 - 07.11.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","545.00","0.00"
"07.11.2021 18:45 - 07.11.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","119.06"
"07.11.2021 19:00 - 07.11.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","513.38","0.00"
"07.11.2021 19:15 - 07.11.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","513.38","0.00"
"07.11.2021 19:30 - 07.11.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","73.00"
"07.11.2021 19:45 - 07.11.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","99.50"
"07.11.2021 20:00 - 07.11.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","502.38","137.06"
"07.11.2021 20:15 - 07.11.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","219.95","0.00"
"07.11.2021 20:30 - 07.11.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","150.95","94.37"
"07.11.2021 20:45 - 07.11.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","159.06","94.39"
"07.11.2021 21:00 - 07.11.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","545.00","0.00"
