"ISP (UTC)","Reserve Type","Source","Type of Product","Price Type","Load Up Price [EUR/MWh] - SCA|NL","Load Down Price [EUR/MWh] - SCA|NL","Generation Up Price [EUR/MWh] - SCA|NL","Generation Down Price [EUR/MWh] - SCA|NL","Not specified Up Price [EUR/MWh] - SCA|NL","Not specified Down Price [EUR/MWh] - SCA|NL"
"26.04.2021 07:15 - 26.04.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","43.98"
"26.04.2021 07:30 - 26.04.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","37.52"
"26.04.2021 07:45 - 26.04.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.13"
"26.04.2021 08:00 - 26.04.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","76.00","43.12"
"26.04.2021 08:15 - 26.04.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","52.91","0.00"
"26.04.2021 08:30 - 26.04.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","49.01","0.00"
"26.04.2021 08:45 - 26.04.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 09:00 - 26.04.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.04"
"26.04.2021 09:15 - 26.04.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","45.13"
"26.04.2021 09:30 - 26.04.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","47.13"
"26.04.2021 09:45 - 26.04.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.13"
"26.04.2021 10:00 - 26.04.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 10:15 - 26.04.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 10:30 - 26.04.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","45.13"
"26.04.2021 10:45 - 26.04.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","14.00"
"26.04.2021 11:00 - 26.04.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","52.76","34.13"
"26.04.2021 11:15 - 26.04.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","48.26","39.13"
"26.04.2021 11:30 - 26.04.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","28.97"
"26.04.2021 11:45 - 26.04.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.13"
"26.04.2021 12:00 - 26.04.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-157.51"
"26.04.2021 12:15 - 26.04.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","2.49"
"26.04.2021 12:30 - 26.04.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-157.51"
"26.04.2021 12:45 - 26.04.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-157.51"
"26.04.2021 13:00 - 26.04.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-158.00"
"26.04.2021 13:15 - 26.04.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-7.84"
"26.04.2021 13:30 - 26.04.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","33.81"
"26.04.2021 13:45 - 26.04.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","47.77","42.13"
"26.04.2021 14:00 - 26.04.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","47.70","15.48"
"26.04.2021 14:15 - 26.04.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","7.41"
"26.04.2021 14:30 - 26.04.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","18.88"
"26.04.2021 14:45 - 26.04.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","35.65"
"26.04.2021 15:00 - 26.04.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","5.86"
"26.04.2021 15:15 - 26.04.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","12.01"
"26.04.2021 15:30 - 26.04.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","47.14"
"26.04.2021 15:45 - 26.04.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","53.48","0.00"
"26.04.2021 16:00 - 26.04.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","58.17","39.89"
"26.04.2021 16:15 - 26.04.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","17.13"
"26.04.2021 16:30 - 26.04.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","48.08"
"26.04.2021 16:45 - 26.04.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","301.07","0.00"
"26.04.2021 17:00 - 26.04.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","69.13","0.00"
"26.04.2021 17:15 - 26.04.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 17:30 - 26.04.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","55.06","0.00"
"26.04.2021 17:45 - 26.04.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","301.02","0.00"
"26.04.2021 18:00 - 26.04.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","84.02","0.00"
"26.04.2021 18:15 - 26.04.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","84.02","0.00"
"26.04.2021 18:30 - 26.04.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 18:45 - 26.04.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","46.36"
"26.04.2021 19:00 - 26.04.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","45.13"
"26.04.2021 19:15 - 26.04.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.87"
"26.04.2021 19:30 - 26.04.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.13"
"26.04.2021 19:45 - 26.04.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","31.34"
"26.04.2021 20:00 - 26.04.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","36.00"
"26.04.2021 20:15 - 26.04.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.02"
"26.04.2021 20:30 - 26.04.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","41.74"
"26.04.2021 20:45 - 26.04.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.89"
"26.04.2021 21:00 - 26.04.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","40.45"
"26.04.2021 21:15 - 26.04.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","53.79","0.00"
"26.04.2021 21:30 - 26.04.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","48.98"
"26.04.2021 21:45 - 26.04.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","40.48"
"26.04.2021 22:00 - 26.04.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","50.21","38.21"
"26.04.2021 22:15 - 26.04.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 22:30 - 26.04.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 22:45 - 26.04.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 23:00 - 26.04.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","56.05","0.00"
"26.04.2021 23:15 - 26.04.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","53.25","0.00"
"26.04.2021 23:30 - 26.04.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"26.04.2021 23:45 - 27.04.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 00:00 - 27.04.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","56.21","0.00"
"27.04.2021 00:15 - 27.04.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","53.21","0.00"
"27.04.2021 00:30 - 27.04.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","56.21","0.00"
"27.04.2021 00:45 - 27.04.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","66.21","0.00"
"27.04.2021 01:00 - 27.04.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","48.31","0.00"
"27.04.2021 01:15 - 27.04.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","49.54","0.00"
"27.04.2021 01:30 - 27.04.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","48.33","0.00"
"27.04.2021 01:45 - 27.04.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 02:00 - 27.04.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","53.21","0.00"
"27.04.2021 02:15 - 27.04.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","57.08","0.00"
"27.04.2021 02:30 - 27.04.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","61.88","0.00"
"27.04.2021 02:45 - 27.04.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","62.27","0.00"
"27.04.2021 03:00 - 27.04.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","54.55","0.00"
"27.04.2021 03:15 - 27.04.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 03:30 - 27.04.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","59.61","0.00"
"27.04.2021 03:45 - 27.04.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","61.88","0.00"
"27.04.2021 04:00 - 27.04.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","56.23","0.00"
"27.04.2021 04:15 - 27.04.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","49.89","0.00"
"27.04.2021 04:30 - 27.04.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","74.44","0.00"
"27.04.2021 04:45 - 27.04.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","86.34","0.00"
"27.04.2021 05:00 - 27.04.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","93.91","0.00"
"27.04.2021 05:15 - 27.04.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","75.46","0.00"
"27.04.2021 05:30 - 27.04.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","61.74","0.00"
"27.04.2021 05:45 - 27.04.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","61.74","0.00"
"27.04.2021 06:00 - 27.04.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","138.90","0.00"
"27.04.2021 06:15 - 27.04.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","278.87","0.00"
"27.04.2021 06:30 - 27.04.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","401.66","0.00"
"27.04.2021 06:45 - 27.04.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","51.11","47.42"
"27.04.2021 07:00 - 27.04.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","55.98","39.43"
"27.04.2021 07:15 - 27.04.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","221.40","0.00"
"27.04.2021 07:30 - 27.04.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","50.51","0.00"
"27.04.2021 07:45 - 27.04.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","51.11","0.00"
"27.04.2021 08:00 - 27.04.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","54.11","23.52"
"27.04.2021 08:15 - 27.04.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","29.18"
"27.04.2021 08:30 - 27.04.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-98.63"
"27.04.2021 08:45 - 27.04.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-388.18"
"27.04.2021 09:00 - 27.04.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","215.67","0.00"
"27.04.2021 09:15 - 27.04.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","349.11","31.90"
"27.04.2021 09:30 - 27.04.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","58.33","-388.18"
"27.04.2021 09:45 - 27.04.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","68.48","-388.18"
"27.04.2021 10:00 - 27.04.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","214.04","18.04"
"27.04.2021 10:15 - 27.04.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","109.04","39.11"
"27.04.2021 10:30 - 27.04.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","51.11","26.48"
"27.04.2021 10:45 - 27.04.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","49.01","0.00"
"27.04.2021 11:00 - 27.04.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","55.76","0.00"
"27.04.2021 11:15 - 27.04.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","78.46","0.00"
"27.04.2021 11:30 - 27.04.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","50.51","0.00"
"27.04.2021 11:45 - 27.04.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 12:00 - 27.04.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 12:15 - 27.04.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 12:30 - 27.04.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 12:45 - 27.04.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 13:00 - 27.04.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","51.11","0.00"
"27.04.2021 13:15 - 27.04.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","52.81","0.00"
"27.04.2021 13:30 - 27.04.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","50.51","0.00"
"27.04.2021 13:45 - 27.04.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","50.51","0.00"
"27.04.2021 14:00 - 27.04.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","34.30"
"27.04.2021 14:15 - 27.04.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","47.20"
"27.04.2021 14:30 - 27.04.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","54.11","0.00"
"27.04.2021 14:45 - 27.04.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","138.76","0.00"
"27.04.2021 15:00 - 27.04.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","61.11","0.00"
"27.04.2021 15:15 - 27.04.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","49.88"
"27.04.2021 15:30 - 27.04.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","55.09","0.00"
"27.04.2021 15:45 - 27.04.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","130.64","0.00"
"27.04.2021 16:00 - 27.04.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","53.15","0.00"
"27.04.2021 16:15 - 27.04.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","51.11","0.00"
"27.04.2021 16:30 - 27.04.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","140.50","0.00"
"27.04.2021 16:45 - 27.04.2021 17:00","aFRR","Not Specified","N/A","AVERAGE","","","","","57.11","0.00"
"27.04.2021 17:00 - 27.04.2021 17:15","aFRR","Not Specified","N/A","AVERAGE","","","","","50.23","0.00"
"27.04.2021 17:15 - 27.04.2021 17:30","aFRR","Not Specified","N/A","AVERAGE","","","","","53.23","0.00"
"27.04.2021 17:30 - 27.04.2021 17:45","aFRR","Not Specified","N/A","AVERAGE","","","","","65.41","0.00"
"27.04.2021 17:45 - 27.04.2021 18:00","aFRR","Not Specified","N/A","AVERAGE","","","","","70.35","0.00"
"27.04.2021 18:00 - 27.04.2021 18:15","aFRR","Not Specified","N/A","AVERAGE","","","","","145.87","0.00"
"27.04.2021 18:15 - 27.04.2021 18:30","aFRR","Not Specified","N/A","AVERAGE","","","","","70.87","0.00"
"27.04.2021 18:30 - 27.04.2021 18:45","aFRR","Not Specified","N/A","AVERAGE","","","","","53.96","0.00"
"27.04.2021 18:45 - 27.04.2021 19:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"27.04.2021 19:00 - 27.04.2021 19:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.94"
"27.04.2021 19:15 - 27.04.2021 19:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","45.86"
"27.04.2021 19:30 - 27.04.2021 19:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","41.23"
"27.04.2021 19:45 - 27.04.2021 20:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","35.71"
"27.04.2021 20:00 - 27.04.2021 20:15","aFRR","Not Specified","N/A","AVERAGE","","","","","53.17","41.40"
"27.04.2021 20:15 - 27.04.2021 20:30","aFRR","Not Specified","N/A","AVERAGE","","","","","50.23","0.00"
"27.04.2021 20:30 - 27.04.2021 20:45","aFRR","Not Specified","N/A","AVERAGE","","","","","50.23","45.18"
"27.04.2021 20:45 - 27.04.2021 21:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","46.14"
"27.04.2021 21:00 - 27.04.2021 21:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","53.33"
"27.04.2021 21:15 - 27.04.2021 21:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","51.07"
"27.04.2021 21:30 - 27.04.2021 21:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","41.23"
"27.04.2021 21:45 - 27.04.2021 22:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","38.23"
"27.04.2021 22:00 - 27.04.2021 22:15","aFRR","Not Specified","N/A","AVERAGE","","","","","49.53","36.51"
"27.04.2021 22:15 - 27.04.2021 22:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","17.00"
"27.04.2021 22:30 - 27.04.2021 22:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","37.96"
"27.04.2021 22:45 - 27.04.2021 23:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.11"
"27.04.2021 23:00 - 27.04.2021 23:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.11"
"27.04.2021 23:15 - 27.04.2021 23:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","40.78"
"27.04.2021 23:30 - 27.04.2021 23:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","46.19"
"27.04.2021 23:45 - 28.04.2021 00:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","45.11"
"28.04.2021 00:00 - 28.04.2021 00:15","aFRR","Not Specified","N/A","AVERAGE","","","","","73.33","0.00"
"28.04.2021 00:15 - 28.04.2021 00:30","aFRR","Not Specified","N/A","AVERAGE","","","","","53.88","0.00"
"28.04.2021 00:30 - 28.04.2021 00:45","aFRR","Not Specified","N/A","AVERAGE","","","","","54.19","0.00"
"28.04.2021 00:45 - 28.04.2021 01:00","aFRR","Not Specified","N/A","AVERAGE","","","","","60.33","0.00"
"28.04.2021 01:00 - 28.04.2021 01:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 01:15 - 28.04.2021 01:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 01:30 - 28.04.2021 01:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 01:45 - 28.04.2021 02:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","49.05"
"28.04.2021 02:00 - 28.04.2021 02:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","49.15"
"28.04.2021 02:15 - 28.04.2021 02:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.11"
"28.04.2021 02:30 - 28.04.2021 02:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","41.29"
"28.04.2021 02:45 - 28.04.2021 03:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","47.06"
"28.04.2021 03:00 - 28.04.2021 03:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","33.09"
"28.04.2021 03:15 - 28.04.2021 03:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","42.11"
"28.04.2021 03:30 - 28.04.2021 03:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","47.11"
"28.04.2021 03:45 - 28.04.2021 04:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","43.06"
"28.04.2021 04:00 - 28.04.2021 04:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","48.06"
"28.04.2021 04:15 - 28.04.2021 04:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 04:30 - 28.04.2021 04:45","aFRR","Not Specified","N/A","AVERAGE","","","","","55.19","0.00"
"28.04.2021 04:45 - 28.04.2021 05:00","aFRR","Not Specified","N/A","AVERAGE","","","","","65.04","0.00"
"28.04.2021 05:00 - 28.04.2021 05:15","aFRR","Not Specified","N/A","AVERAGE","","","","","51.52","44.75"
"28.04.2021 05:15 - 28.04.2021 05:30","aFRR","Not Specified","N/A","AVERAGE","","","","","54.52","0.00"
"28.04.2021 05:30 - 28.04.2021 05:45","aFRR","Not Specified","N/A","AVERAGE","","","","","54.52","0.00"
"28.04.2021 05:45 - 28.04.2021 06:00","aFRR","Not Specified","N/A","AVERAGE","","","","","53.13","0.00"
"28.04.2021 06:00 - 28.04.2021 06:15","aFRR","Not Specified","N/A","AVERAGE","","","","","55.57","0.00"
"28.04.2021 06:15 - 28.04.2021 06:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 06:30 - 28.04.2021 06:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","48.65"
"28.04.2021 06:45 - 28.04.2021 07:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","48.32"
"28.04.2021 07:00 - 28.04.2021 07:15","aFRR","Not Specified","N/A","AVERAGE","","","","","237.78","0.00"
"28.04.2021 07:15 - 28.04.2021 07:30","aFRR","Not Specified","N/A","AVERAGE","","","","","88.10","48.55"
"28.04.2021 07:30 - 28.04.2021 07:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","3.65"
"28.04.2021 07:45 - 28.04.2021 08:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","28.32"
"28.04.2021 08:00 - 28.04.2021 08:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","32.10"
"28.04.2021 08:15 - 28.04.2021 08:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","6.80"
"28.04.2021 08:30 - 28.04.2021 08:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","-41.13"
"28.04.2021 08:45 - 28.04.2021 09:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","16.10"
"28.04.2021 09:00 - 28.04.2021 09:15","aFRR","Not Specified","N/A","AVERAGE","","","","","53.15","43.32"
"28.04.2021 09:15 - 28.04.2021 09:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","35.32"
"28.04.2021 09:30 - 28.04.2021 09:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","46.02"
"28.04.2021 09:45 - 28.04.2021 10:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","40.36"
"28.04.2021 10:00 - 28.04.2021 10:15","aFRR","Not Specified","N/A","AVERAGE","","","","","53.34","32.39"
"28.04.2021 10:15 - 28.04.2021 10:30","aFRR","Not Specified","N/A","AVERAGE","","","","","68.32","0.00"
"28.04.2021 10:30 - 28.04.2021 10:45","aFRR","Not Specified","N/A","AVERAGE","","","","","49.59","42.34"
"28.04.2021 10:45 - 28.04.2021 11:00","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","39.84"
"28.04.2021 11:00 - 28.04.2021 11:15","aFRR","Not Specified","N/A","AVERAGE","","","","","51.09","40.32"
"28.04.2021 11:15 - 28.04.2021 11:30","aFRR","Not Specified","N/A","AVERAGE","","","","","52.32","40.32"
"28.04.2021 11:30 - 28.04.2021 11:45","aFRR","Not Specified","N/A","AVERAGE","","","","","54.98","0.00"
"28.04.2021 11:45 - 28.04.2021 12:00","aFRR","Not Specified","N/A","AVERAGE","","","","","55.32","0.00"
"28.04.2021 12:00 - 28.04.2021 12:15","aFRR","Not Specified","N/A","AVERAGE","","","","","58.32","0.00"
"28.04.2021 12:15 - 28.04.2021 12:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 12:30 - 28.04.2021 12:45","aFRR","Not Specified","N/A","AVERAGE","","","","","48.98","0.00"
"28.04.2021 12:45 - 28.04.2021 13:00","aFRR","Not Specified","N/A","AVERAGE","","","","","57.04","0.00"
"28.04.2021 13:00 - 28.04.2021 13:15","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 13:15 - 28.04.2021 13:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","0.00"
"28.04.2021 13:30 - 28.04.2021 13:45","aFRR","Not Specified","N/A","AVERAGE","","","","","51.09","0.00"
"28.04.2021 13:45 - 28.04.2021 14:00","aFRR","Not Specified","N/A","AVERAGE","","","","","65.60","0.00"
"28.04.2021 14:00 - 28.04.2021 14:15","aFRR","Not Specified","N/A","AVERAGE","","","","","55.32","0.00"
"28.04.2021 14:15 - 28.04.2021 14:30","aFRR","Not Specified","N/A","AVERAGE","","","","","224.79","0.00"
"28.04.2021 14:30 - 28.04.2021 14:45","aFRR","Not Specified","N/A","AVERAGE","","","","","654.05","0.00"
"28.04.2021 14:45 - 28.04.2021 15:00","aFRR","Not Specified","N/A","AVERAGE","","","","","62.80","0.00"
"28.04.2021 15:00 - 28.04.2021 15:15","aFRR","Not Specified","N/A","AVERAGE","","","","","81.26","0.00"
"28.04.2021 15:15 - 28.04.2021 15:30","aFRR","Not Specified","N/A","AVERAGE","","","","","109.29","0.00"
"28.04.2021 15:30 - 28.04.2021 15:45","aFRR","Not Specified","N/A","AVERAGE","","","","","366.99","0.00"
"28.04.2021 15:45 - 28.04.2021 16:00","aFRR","Not Specified","N/A","AVERAGE","","","","","415.71","0.00"
"28.04.2021 16:00 - 28.04.2021 16:15","aFRR","Not Specified","N/A","AVERAGE","","","","","167.35","-102.65"
"28.04.2021 16:15 - 28.04.2021 16:30","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","18.32"
"28.04.2021 16:30 - 28.04.2021 16:45","aFRR","Not Specified","N/A","AVERAGE","","","","","0.00","47.27"
